Frame,Timestamp,Record Type,sport,exercise,camera_view,input_mode,source_file,Pose,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Trunk Lean Angle,Athlete Depth (m),Center Depth (m),Barbell Detected,Barbell X (px),Barbell Y (px),Barbell Raw Horizontal Displacement (px),Barbell Raw Vertical Displacement (px),Barbell Raw Vertical Velocity (px/s),Barbell Raw Horizontal Velocity (px/s),Barbell Raw Max Height (px),Barbell X (m),Barbell Y (m),Barbell Z Depth (m),Barbell Raw Horizontal Displacement (m),Barbell Raw Vertical Displacement (m),Barbell Raw Vertical Velocity (m/s),Barbell Raw Horizontal Velocity (m/s),Barbell Raw Max Height (m),Barbell Horizontal Displacement (px),Barbell Vertical Displacement (px),Barbell Vertical Velocity (px/s),Barbell Horizontal Velocity (px/s),Barbell Max Height (px),Barbell Horizontal Displacement (m),Barbell Vertical Displacement (m),Barbell Vertical Velocity (m/s),Barbell Horizontal Velocity (m/s),Barbell Max Height (m),Barbell Above Head,Athlete Head Y (px),Barbell Head Clearance (px),Phase,Exercise,Camera View,Time (s)
329,2026-07-03T13:44:05.886,,,,,,,Detected,,35.84,,,,,,40.02,,154.55,73.66,3.779,7.376,True,243.0,422.0,41.0,1.0,0.0,-12.96,2.0,-0.4359,0.9394,3.222,0.2105,0.0002,-0.0642,-0.0971,0.0153,,,,,,,,,,,False,325.57,-96.43,Setup,Snatch,Side View,28.2092
330,2026-07-03T13:44:05.966,,,,,,,Detected,,35.14,,,,,,38.19,,149.01,73.14,3.779,7.376,True,243.0,422.0,41.0,1.0,0.0,0.0,2.0,-0.4359,0.9394,3.222,0.2105,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,325.54,-96.46,Setup,Snatch,Side View,28.2892
331,2026-07-03T13:44:06.046,,,,,,,Detected,,36.04,,,,,,39.13,,151.79,73.02,3.802,7.118,True,243.0,423.0,41.0,0.0,-12.71,0.0,2.0,-0.4382,0.9496,3.239,0.2082,-0.01,-0.1296,-0.0292,0.0153,,,,,,,,,,,False,325.55,-97.45,Setup,Snatch,Side View,28.369
332,2026-07-03T13:44:06.123,,,,,,,Detected,,33.99,,,,,,38.77,,138.49,71.43,3.802,7.118,True,242.0,422.0,40.0,1.0,12.71,-12.71,2.0,-0.4458,0.9493,3.256,0.2006,-0.0097,0.0036,-0.0962,0.0153,,,,,,,,,,,False,324.88,-97.12,Setup,Snatch,Side View,28.4462
333,2026-07-03T13:44:06.201,,,,,,,Detected,,33.92,,,,,,40.04,,124.41,70.51,3.733,7.849,True,243.0,423.0,41.0,0.0,-12.73,12.73,2.0,-0.4359,0.9446,3.222,0.2105,-0.005,0.0598,0.1257,0.0153,,,,,,,,,,,False,324.9,-98.1,Setup,Snatch,Side View,28.5242
334,2026-07-03T13:44:06.280,,,,,,,Detected,,35.02,,,,,,39.26,,140.08,69.73,3.733,7.849,True,242.0,423.0,40.0,0.0,0.0,-12.64,2.0,-0.4411,0.9446,3.222,0.2053,-0.005,-0.0,-0.0659,0.0153,,,,,,,,,,,False,323.63,-99.37,Setup,Snatch,Side View,28.6034
335,2026-07-03T13:44:06.357,,,,,,,Detected,,34.96,,,,,,37.44,,143.64,69.49,3.802,7.749,True,241.0,422.0,39.0,1.0,12.91,-12.91,2.0,-0.4487,0.9444,3.239,0.1977,-0.0047,0.0033,-0.0978,0.0153,,,,,,,,,,,False,323.71,-98.29,Setup,Snatch,Side View,28.6797
336,2026-07-03T13:44:06.441,,,,,,,Detected,,36.83,,,,,,37.71,,135.77,68.58,3.802,7.749,True,241.0,422.0,39.0,1.0,0.0,0.0,2.0,-0.4487,0.9444,3.239,0.1977,-0.0047,-0.0,0.0,0.0153,,,,,,,,,,,False,323.5,-98.5,Setup,Snatch,Side View,28.7637
337,2026-07-03T13:44:06.531,,,,,,,Detected,,36.65,,,,,,37.53,,136.68,67.82,3.779,7.849,True,241.0,422.0,39.0,1.0,0.0,0.0,2.0,-0.4487,0.9444,3.239,0.1977,-0.0047,-0.0,0.0,0.0153,,,,,,,,,,,False,323.32,-98.68,Setup,Snatch,Side View,28.8535
338,2026-07-03T13:44:06.611,,,,,,,Detected,,37.24,,,,,,38.16,,144.54,67.6,3.779,7.849,True,241.0,423.0,39.0,0.0,-12.5,0.0,2.0,-0.4487,0.9496,3.239,0.1977,-0.01,-0.0655,0.0,0.0153,,,,,,,,,,,False,322.6,-100.4,Setup,Snatch,Side View,28.934
339,2026-07-03T13:44:06.687,,,,,,,Detected,,37.15,,,,,,38.89,,155.81,67.23,3.779,7.749,True,240.0,423.0,38.0,0.0,0.0,-12.98,2.0,-0.454,0.9496,3.239,0.1924,-0.01,-0.0,-0.0681,0.0153,,,,,,,,,,,False,322.15,-100.85,Setup,Snatch,Side View,29.0101
340,2026-07-03T13:44:06.765,,,,,,,Detected,,34.6,,,,,,42.23,,161.03,67.23,3.779,7.749,True,240.0,422.0,38.0,1.0,12.84,0.0,2.0,-0.454,0.9444,3.239,0.1924,-0.0047,0.0673,0.0,0.0153,,,,,,,,,,,False,322.12,-99.88,Setup,Snatch,Side View,29.0878
341,2026-07-03T13:44:06.845,,,,,,,Detected,,32.71,,,,,,43.52,,166.73,66.32,3.779,7.652,True,240.0,422.0,38.0,1.0,0.0,0.0,2.0,-0.4563,0.9493,3.256,0.1901,-0.0097,-0.0623,-0.03,0.0153,,,,,,,,,,,False,321.89,-100.11,Setup,Snatch,Side View,29.168
342,2026-07-03T13:44:06.923,,,,,,,Detected,,33.14,,,,,,43.09,,159.72,66.49,3.779,7.652,True,239.0,422.0,37.0,1.0,0.0,-12.75,2.0,-0.4616,0.9493,3.256,0.1848,-0.0097,-0.0,-0.0672,0.0153,,,,,,,,,,,False,321.69,-100.31,Setup,Snatch,Side View,29.2459
343,2026-07-03T13:44:07.001,,,,,,,Detected,,33.86,,,,,,42.37,,159.59,65.96,3.779,7.558,True,238.0,421.0,36.0,2.0,13.01,-13.01,2.0,-0.462,0.9342,3.222,0.1844,0.0054,0.1968,-0.0052,0.0153,,,,,,,,,,,False,321.32,-99.68,Setup,Snatch,Side View,29.3237
344,2026-07-03T13:44:07.082,,,,,,,Detected,,37.04,,,,,,40.03,,162.13,65.03,3.779,7.558,True,238.0,422.0,36.0,1.0,-12.36,0.0,2.0,-0.462,0.9394,3.222,0.1844,0.0002,-0.0644,0.0,0.0153,,,,,,,,,,,False,320.18,-101.82,Setup,Snatch,Side View,29.4046
345,2026-07-03T13:44:07.175,,,,,,,Detected,,37.93,,,,,,38.77,,163.43,65.2,3.779,7.849,True,238.0,422.0,36.0,1.0,0.0,0.0,2.0,-0.4669,0.9493,3.256,0.1795,-0.0097,-0.1051,-0.0517,0.0153,,,,,,,,,,,False,319.8,-102.2,Setup,Snatch,Side View,29.4979
346,2026-07-03T13:44:07.268,,,,,,,Detected,,38.02,,,,,,40.83,,163.25,65.03,3.779,7.849,True,237.0,422.0,35.0,1.0,0.0,-11.0,2.0,-0.4722,0.9493,3.256,0.1742,-0.0097,-0.0,-0.058,0.0153,,,,,,,,,,,False,319.72,-102.28,Setup,Snatch,Side View,29.5907
347,2026-07-03T13:44:07.346,,,,,,,Detected,,38.55,,,,,,41.64,,164.4,64.86,3.779,7.376,True,237.0,422.0,35.0,1.0,0.0,0.0,2.0,-0.4672,0.9394,3.222,0.1792,0.0002,0.1256,0.0624,0.0153,,,,,,,,,,,False,319.67,-102.33,Setup,Snatch,Side View,29.6693
348,2026-07-03T13:44:07.424,,,,,,,Detected,,38.55,,,,,,41.64,,158.78,64.33,3.779,7.376,True,236.0,422.0,34.0,1.0,0.0,-12.97,2.0,-0.4725,0.9394,3.222,0.174,0.0002,-0.0,-0.0677,0.0153,,,,,,,,,,,False,318.86,-103.14,Setup,Snatch,Side View,29.7469
349,2026-07-03T13:44:07.504,,,,,,,Detected,,37.69,,,,,,41.14,,154.39,63.97,3.756,7.466,True,236.0,422.0,34.0,1.0,0.0,0.0,2.0,-0.4749,0.9444,3.239,0.1715,-0.0047,-0.0625,-0.0314,0.0153,,,,,,,,,,,False,318.62,-103.38,Setup,Snatch,Side View,29.8274
350,2026-07-03T13:44:07.598,,,,,,,Detected,,38.69,,,,,,42.53,,154.93,64.86,3.779,7.466,True,236.0,422.0,34.0,1.0,0.0,0.0,2.0,-0.4749,0.9444,3.239,0.1715,-0.0047,-0.0,0.0,0.0153,,,,,,,,,,,False,317.76,-104.24,Setup,Snatch,Side View,29.9209
351,2026-07-03T13:44:07.678,,,,,,,Detected,,38.16,,,,,,42.85,,154.93,65.03,3.756,7.202,True,236.0,422.0,34.0,1.0,0.0,0.0,2.0,-0.4675,0.9295,3.188,0.1789,0.0101,0.1842,0.0926,0.0153,,,,,,,,,,,False,317.68,-104.32,Setup,Snatch,Side View,30.0012
352,2026-07-03T13:44:07.759,,,,,,,Detected,,38.55,,,,,,41.82,,138.54,64.5,3.756,7.202,True,236.0,422.0,34.0,1.0,0.0,0.0,2.0,-0.4675,0.9295,3.188,0.1789,0.0101,-0.0,0.0,0.0153,,,,,,,,,,,False,317.65,-104.35,Setup,Snatch,Side View,30.0815
353,2026-07-03T13:44:07.850,,,,,,,Detected,,38.55,,,,,,41.82,,143.48,64.67,3.756,7.652,True,235.0,423.0,33.0,0.0,-10.89,-10.89,2.0,-0.4751,0.9396,3.205,0.1713,-0.0,-0.1105,-0.0837,0.0153,,,,,,,,,,,False,317.42,-105.58,Setup,Snatch,Side View,30.1727
354,2026-07-03T13:44:07.946,,,,,,,Detected,,38.02,,,,,,39.2,,151.82,64.84,3.756,7.652,True,235.0,423.0,33.0,0.0,0.0,0.0,2.0,-0.4751,0.9396,3.205,0.1713,-0.0,-0.0,0.0,0.0153,,,,,,,,,,,False,316.26,-106.74,Setup,Snatch,Side View,30.269
355,2026-07-03T13:44:08.037,,,,,,,Detected,,38.72,,,,,,39.06,,154.59,64.32,3.779,7.849,True,234.0,422.0,32.0,1.0,10.96,-10.96,2.0,-0.4854,0.9444,3.239,0.161,-0.0047,-0.0518,-0.1128,0.0153,,,,,,,,,,,False,315.87,-106.13,Setup,Snatch,Side View,30.3604
356,2026-07-03T13:44:08.115,,,,,,,Detected,,39.06,,,,,,39.36,,157.07,64.14,3.779,7.849,True,233.0,422.0,31.0,1.0,0.0,-12.8,2.0,-0.4907,0.9444,3.239,0.1557,-0.0047,-0.0,-0.0671,0.0153,,,,,,,,,,,False,315.86,-106.14,Setup,Snatch,Side View,30.4375
357,2026-07-03T13:44:08.191,,,,,,,Detected,,38.55,,,,,,39.49,,156.44,65.03,3.779,7.558,True,234.0,422.0,32.0,1.0,0.0,12.76,2.0,-0.488,0.9493,3.256,0.1584,-0.0097,-0.0632,0.0344,0.0153,,,,,,,,,,,False,315.81,-106.19,Setup,Snatch,Side View,30.5144
358,2026-07-03T13:44:08.273,,,,,,,Detected,,38.69,,,,,,39.58,,155.93,65.39,3.779,7.558,True,233.0,423.0,31.0,0.0,-12.66,-12.66,2.0,-0.4933,0.9546,3.256,0.1532,-0.015,-0.0667,-0.0667,0.0153,,,,,,,,,,,False,315.54,-107.46,Setup,Snatch,Side View,30.5962
359,2026-07-03T13:44:08.365,,,,,,,Detected,,39.55,,,,,,39.58,,157.97,65.39,3.756,7.376,True,232.0,423.0,30.0,0.0,0.0,-10.75,2.0,-0.4933,0.9446,3.222,0.1531,-0.005,0.1072,-0.0007,0.0153,,,,,,,,,,,False,315.42,-107.58,Setup,Snatch,Side View,30.6882
360,2026-07-03T13:44:08.461,,,,,,,Detected,,40.26,,,,,,41.14,,165.76,65.39,3.756,7.376,True,232.0,422.0,30.0,1.0,10.43,0.0,2.0,-0.4959,0.9444,3.239,0.1505,-0.0047,0.0027,-0.0271,0.0153,,,,,,,,,,,False,314.76,-107.24,Setup,Snatch,Side View,30.7841
361,2026-07-03T13:44:08.553,,,,,,,Detected,,40.41,,,,,,40.77,,165.46,64.67,3.756,7.288,True,232.0,422.0,30.0,1.0,0.0,0.0,2.0,-0.4933,0.9394,3.222,0.1531,0.0002,0.0541,0.0284,0.0153,,,,,,,,,,,False,314.48,-107.52,Setup,Snatch,Side View,30.8763
362,2026-07-03T13:44:08.648,,,,,,,Detected,,41.57,,,,,,41.61,,166.64,64.14,3.756,7.288,True,231.0,422.0,29.0,1.0,0.0,-10.52,2.0,-0.4985,0.9394,3.222,0.1479,0.0002,-0.0,-0.0549,0.0153,,,,,,,,,,,False,313.9,-108.1,Setup,Snatch,Side View,30.9704
363,2026-07-03T13:44:08.741,,,,,,,Detected,,41.01,,,,,,41.27,,164.4,64.49,3.756,7.288,True,230.0,422.0,28.0,1.0,0.0,-10.7,2.0,-0.5064,0.9444,3.239,0.14,-0.0047,-0.0531,-0.0843,0.0153,,,,,,,,,,,False,313.77,-108.23,Setup,Snatch,Side View,31.0637
364,2026-07-03T13:44:08.831,,,,,,,Detected,,41.7,,,,,,41.06,,154.9,63.78,3.756,7.288,True,229.0,422.0,27.0,1.0,0.0,-10.99,2.0,-0.5117,0.9444,3.239,0.1348,-0.0047,-0.0,-0.0576,0.0153,,,,,,,,,,,False,313.75,-108.25,Setup,Snatch,Side View,31.1543
365,2026-07-03T13:44:08.909,,,,,,,Detected,,41.48,,,,,,42.21,,140.9,64.3,3.71,7.466,True,230.0,422.0,28.0,1.0,0.0,12.93,2.0,-0.5064,0.9444,3.239,0.14,-0.0047,-0.0,0.0678,0.0153,,,,,,,,,,,False,313.61,-108.39,Setup,Snatch,Side View,31.2318
366,2026-07-03T13:44:08.991,,,,,,,Detected,,41.44,,,,,,41.19,,152.31,64.12,3.733,7.466,True,229.0,422.0,27.0,1.0,0.0,-12.18,2.0,-0.5117,0.9444,3.239,0.1348,-0.0047,-0.0,-0.0639,0.0153,,,,,,,,,,,False,313.17,-108.83,Setup,Snatch,Side View,31.3143
367,2026-07-03T13:44:09.086,,,,,,,Detected,,42.27,,,,,,41.19,,152.78,63.61,3.802,7.118,True,229.0,423.0,27.0,0.0,-10.76,0.0,2.0,-0.5063,0.9396,3.205,0.1401,-0.0,0.0509,0.0578,0.0153,,,,,,,,,,,False,312.98,-110.02,Setup,Snatch,Side View,31.4092
368,2026-07-03T13:44:09.177,,,,,,,Detected,,43.1,,,,,,41.19,,166.91,63.95,3.802,7.118,True,228.0,422.0,26.0,1.0,10.85,-10.85,2.0,-0.5142,0.9394,3.222,0.1322,0.0002,0.0025,-0.0857,0.0153,,,,,,,,,,,False,312.29,-109.71,Setup,Snatch,Side View,31.5
369,2026-07-03T13:44:09.255,,,,,,,Detected,,43.1,,,,,,41.19,,169.38,63.95,3.756,7.749,True,228.0,422.0,26.0,1.0,0.0,0.0,2.0,-0.5142,0.9394,3.222,0.1322,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,312.06,-109.94,Setup,Snatch,Side View,31.5775
370,2026-07-03T13:44:09.332,,,,,,,Detected,,42.27,,,,,,41.19,,168.75,63.61,3.756,7.749,True,228.0,423.0,26.0,0.0,-13.13,0.0,2.0,-0.5142,0.9446,3.222,0.1322,-0.005,-0.0685,0.0,0.0153,,,,,,,,,,,False,311.96,-111.04,Setup,Snatch,Side View,31.6551
371,2026-07-03T13:44:09.414,,,,,,,Detected,,41.78,,,,,,40.84,,167.48,63.43,3.756,8.055,True,228.0,423.0,26.0,0.0,0.0,0.0,2.0,-0.5142,0.9446,3.222,0.1322,-0.005,-0.0,0.0,0.0153,,,,,,,,,,,False,311.76,-111.24,Setup,Snatch,Side View,31.7369
372,2026-07-03T13:44:09.492,,,,,,,Detected,,41.35,,,,,,39.39,,165.76,63.43,3.756,8.055,True,227.0,422.0,25.0,1.0,12.74,-12.74,2.0,-0.5194,0.9394,3.222,0.127,0.0002,0.0664,-0.0665,0.0153,,,,,,,,,,,False,311.29,-110.71,Setup,Snatch,Side View,31.8154
373,2026-07-03T13:44:09.571,,,,,,,Detected,,41.14,,61.9,,121.72,,39.9,,165.17,63.43,3.756,7.652,True,227.0,423.0,25.0,0.0,-12.77,0.0,2.0,-0.5194,0.9446,3.222,0.127,-0.005,-0.0666,0.0,0.0153,,,,,,,,,,,False,311.02,-111.98,Setup,Snatch,Side View,31.8941
374,2026-07-03T13:44:09.663,,,,,,,Detected,,41.14,,58.59,,122.09,,39.9,,165.13,63.26,3.756,7.652,True,226.0,422.0,24.0,1.0,10.83,-10.83,2.0,-0.5274,0.9444,3.239,0.119,-0.0047,0.0028,-0.0865,0.0153,,,,,,,,,,,False,310.9,-111.1,Setup,Snatch,Side View,31.9864
375,2026-07-03T13:44:09.743,,,,,,,Detected,,42.24,,58.35,,121.43,,39.7,,165.42,62.91,3.802,7.288,True,227.0,423.0,25.0,0.0,-12.44,12.44,2.0,-0.5194,0.9446,3.222,0.127,-0.005,-0.0032,0.0993,0.0153,,,,,,,,,,,False,310.83,-112.17,Setup,Snatch,Side View,32.0664
376,2026-07-03T13:44:09.838,,,,,,,Detected,,41.56,,57.73,,117.81,,39.9,,162.66,63.08,3.802,7.288,True,225.0,423.0,23.0,0.0,0.0,-21.21,2.0,-0.5298,0.9446,3.222,0.1166,-0.005,-0.0,-0.1107,0.0153,,,,,,,,,,,False,310.37,-112.63,Setup,Snatch,Side View,32.1608
377,2026-07-03T13:44:09.932,,,,,,,Detected,,41.56,,57.68,,120.76,,39.9,,163.14,62.73,3.756,7.849,True,225.0,422.0,23.0,1.0,10.66,0.0,2.0,-0.527,0.9344,3.205,0.1194,0.0052,0.1084,0.0298,0.0153,,,,,,,,,,,False,310.05,-111.95,Setup,Snatch,Side View,32.2546
378,2026-07-03T13:44:10.025,,,,,,,Detected,,41.56,,56.02,,119.59,,41.21,,160.78,62.2,3.756,7.849,True,224.0,422.0,22.0,1.0,0.0,-10.64,2.0,-0.5322,0.9344,3.205,0.1142,0.0052,-0.0,-0.0552,0.0153,,,,,,,,,,,False,309.7,-112.3,Setup,Snatch,Side View,32.3476
379,2026-07-03T13:44:10.116,,,,,,,Detected,,41.67,,56.02,,120.22,,40.01,,157.05,61.83,3.756,7.466,True,224.0,423.0,22.0,0.0,-11.97,0.0,2.0,-0.5322,0.9396,3.205,0.1142,-0.0,-0.0621,0.0,0.0153,,,,,,,,,,,False,309.54,-113.46,Setup,Snatch,Side View,32.4387
380,2026-07-03T13:44:10.199,,,,,,,Detected,,40.12,,55.5,,121.55,,40.17,,154.25,61.67,3.756,7.466,True,224.0,423.0,22.0,0.0,0.0,0.0,2.0,-0.5322,0.9396,3.205,0.1142,-0.0,-0.0,0.0,0.0153,,,,,,,,,,,False,309.16,-113.84,Setup,Snatch,Side View,32.5222
381,2026-07-03T13:44:10.289,,,,,,,Detected,,39.28,,54.66,,115.92,,41.37,,155.45,61.33,3.756,7.118,True,224.0,423.0,22.0,0.0,0.0,0.0,2.0,-0.5322,0.9396,3.205,0.1142,-0.0,-0.0,0.0,0.0153,,,,,,,,,,,False,309.19,-113.81,Setup,Snatch,Side View,32.6123
382,2026-07-03T13:44:10.389,,,,,,,Detected,,39.13,,55.15,,117.35,,41.37,,154.23,61.33,3.756,7.118,True,223.0,423.0,21.0,0.0,0.0,-10.18,2.0,-0.5374,0.9396,3.205,0.109,-0.0,-0.0,-0.0528,0.0153,,,,,,,,,,,False,308.98,-114.02,Setup,Snatch,Side View,32.7115
383,2026-07-03T13:44:10.480,,,,,,,Detected,,39.8,,55.15,,118.07,,40.7,,151.6,60.98,3.71,7.376,True,223.0,423.0,21.0,0.0,0.0,0.0,2.0,-0.5346,0.9346,3.188,0.1118,0.005,0.0552,0.0316,0.0153,,,,,,,,,,,False,308.89,-114.11,Setup,Snatch,Side View,32.8026
384,2026-07-03T13:44:10.571,,,,,,,Detected,,39.8,,55.8,,117.99,,42.32,,155.85,60.98,3.71,7.376,True,222.0,422.0,20.0,1.0,10.66,-10.66,2.0,-0.5426,0.9344,3.205,0.1038,0.0052,0.0022,-0.0857,0.0153,,,,,,,,,,,False,307.8,-114.2,Setup,Snatch,Side View,32.8939
385,2026-07-03T13:44:10.667,,,,,,,Detected,,40.19,,55.8,,117.99,,43.15,,157.06,60.6,3.779,8.055,True,221.0,422.0,19.0,1.0,0.0,-10.56,2.0,-0.5478,0.9344,3.205,0.0986,0.0052,-0.0,-0.0548,0.0153,,,,,,,,,,,False,307.19,-114.81,Setup,Snatch,Side View,32.9897
386,2026-07-03T13:44:10.759,,,,,,,Detected,,40.57,,56.67,,120.55,,42.48,,161.27,60.26,3.779,8.055,True,221.0,422.0,19.0,1.0,0.0,0.0,2.0,-0.5478,0.9344,3.205,0.0986,0.0052,-0.0,0.0,0.0153,,,,,,,,,,,False,307.08,-114.92,Setup,Snatch,Side View,33.0823
387,2026-07-03T13:44:10.838,,,,,,,Detected,,40.69,,57.68,,124.46,,41.39,,160.44,60.11,3.756,7.466,True,221.0,423.0,19.0,0.0,-12.65,0.0,2.0,-0.5507,0.9446,3.222,0.0957,-0.005,-0.1286,-0.0367,0.0153,,,,,,,,,,,False,306.91,-116.09,Setup,Snatch,Side View,33.1605
388,2026-07-03T13:44:10.931,,,,,,,Detected,,42.18,,55.82,,116.57,,40.99,,162.35,59.91,3.756,7.466,True,220.0,423.0,18.0,0.0,0.0,-10.81,2.0,-0.5559,0.9446,3.222,0.0905,-0.005,-0.0,-0.0564,0.0153,,,,,,,,,,,False,306.58,-116.42,Setup,Snatch,Side View,33.2543
389,2026-07-03T13:44:11.025,,,,,,,Detected,,42.5,,56.77,,114.78,,40.99,,165.82,60.11,3.756,7.558,True,220.0,422.0,18.0,1.0,10.55,0.0,2.0,-0.5618,0.9493,3.256,0.0846,-0.0097,-0.0496,-0.0619,0.0153,,,,,,,,,,,False,306.53,-115.47,Setup,Snatch,Side View,33.3479
390,2026-07-03T13:44:11.120,,,,,,,Detected,,42.11,,57.42,,111.83,,41.39,,158.26,60.3,3.756,7.558,True,219.0,421.0,17.0,2.0,10.72,-10.72,2.0,-0.5671,0.944,3.256,0.0793,-0.0044,0.0565,-0.0565,0.0153,,,,,,,,,,,False,306.48,-114.52,Setup,Snatch,Side View,33.4426
391,2026-07-03T13:44:11.210,,,,,,,Detected,,41.42,,58.68,,113.77,,41.0,,157.88,59.97,3.756,7.749,True,219.0,421.0,17.0,2.0,0.0,0.0,2.0,-0.5671,0.944,3.256,0.0793,-0.0044,-0.0,0.0,0.0153,,,,,,,,,,,False,306.4,-114.6,Setup,Snatch,Side View,33.5331
392,2026-07-03T13:44:11.306,,,,,,,Detected,,41.66,,52.58,,109.08,,40.61,,147.93,59.57,3.756,7.749,True,218.0,421.0,16.0,2.0,0.0,-10.47,2.0,-0.5723,0.944,3.256,0.0741,-0.0044,-0.0,-0.0552,0.0153,,,,,,,,,,,False,306.13,-114.87,Setup,Snatch,Side View,33.6294
393,2026-07-03T13:44:11.396,,,,,,,Detected,,41.66,,50.37,,105.83,,40.61,,147.93,59.57,3.756,7.466,True,219.0,422.0,17.0,1.0,-10.83,10.83,2.0,-0.5552,0.9295,3.188,0.0912,0.0101,0.1577,0.1854,0.0153,,,,,,,,,,,False,306.13,-115.87,Setup,Snatch,Side View,33.7193
394,2026-07-03T13:44:11.477,,,,,,,Detected,,42.5,,49.19,,115.78,,40.99,,153.92,59.57,3.756,7.466,True,218.0,422.0,16.0,1.0,0.0,-12.73,2.0,-0.5604,0.9295,3.188,0.086,0.0101,-0.0,-0.0657,0.0153,,,,,,,,,,,False,305.72,-116.28,Setup,Snatch,Side View,33.7998
395,2026-07-03T13:44:11.574,,,,,,,Detected,,43.74,,48.65,,115.36,,40.54,,151.41,59.37,3.756,7.466,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5694,0.9444,3.239,0.0771,-0.0047,-0.1547,-0.0932,0.0153,,,,,,,,,,,False,305.64,-116.36,Setup,Snatch,Side View,33.8972
396,2026-07-03T13:44:11.662,,,,,,,Detected,,42.22,,50.64,,113.92,,40.96,,150.19,59.37,3.756,7.466,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5694,0.9444,3.239,0.0771,-0.0047,-0.0,0.0,0.0153,,,,,,,,,,,False,305.36,-116.64,Setup,Snatch,Side View,33.9853
397,2026-07-03T13:44:11.743,,,,,,,Detected,,42.22,,52.67,,113.03,,40.59,,150.26,59.04,3.756,7.652,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5634,0.9344,3.205,0.083,0.0052,0.1246,0.0751,0.0153,,,,,,,,,,,False,305.27,-116.73,Setup,Snatch,Side View,34.0655
398,2026-07-03T13:44:11.837,,,,,,,Detected,,41.03,,54.27,,114.29,,40.31,,148.1,58.7,3.756,7.652,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5634,0.9344,3.205,0.083,0.0052,-0.0,0.0,0.0153,,,,,,,,,,,False,303.54,-118.46,Setup,Snatch,Side View,34.1596
399,2026-07-03T13:44:11.930,,,,,,,Detected,,40.06,,55.31,,114.16,,42.33,,145.45,58.7,3.802,7.376,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5664,0.9394,3.222,0.08,0.0002,-0.0529,-0.0319,0.0153,,,,,,,,,,,False,302.63,-119.37,Setup,Snatch,Side View,34.2528
400,2026-07-03T13:44:12.025,,,,,,,Detected,,41.06,,57.0,,113.43,,40.48,,146.61,57.83,3.802,7.376,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5664,0.9394,3.222,0.08,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,302.73,-119.27,Setup,Snatch,Side View,34.3479
401,2026-07-03T13:44:12.118,,,,,,,Detected,,40.29,,57.55,,114.75,,39.29,,147.28,58.04,3.733,7.376,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5723,0.9493,3.256,0.0741,-0.0097,-0.1053,-0.0635,0.0153,,,,,,,,,,,False,302.86,-119.14,Setup,Snatch,Side View,34.4407
402,2026-07-03T13:44:12.209,,,,,,,Detected,,40.29,,57.18,,111.13,,40.48,,151.85,58.37,3.733,7.376,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5723,0.9493,3.256,0.0741,-0.0097,-0.0,0.0,0.0153,,,,,,,,,,,False,301.71,-120.29,Setup,Snatch,Side View,34.5315
403,2026-07-03T13:44:12.290,,,,,,,Detected,,39.77,,57.19,,107.79,,41.24,,151.79,58.57,3.756,7.558,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5664,0.9394,3.222,0.08,0.0002,0.1238,0.0747,0.0153,,,,,,,,,,,False,301.12,-120.88,Setup,Snatch,Side View,34.6129
404,2026-07-03T13:44:12.370,,,,,,,Detected,,39.77,,57.57,,113.88,,41.24,,132.92,58.04,3.756,7.558,True,218.0,422.0,16.0,1.0,0.0,0.0,2.0,-0.5664,0.9394,3.222,0.08,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,300.9,-121.1,Setup,Snatch,Side View,34.6932
405,2026-07-03T13:44:12.463,,,,,,,Detected,,39.42,,55.85,,111.1,,41.47,,127.34,57.71,3.756,7.466,True,217.0,422.0,15.0,1.0,0.0,-10.82,2.0,-0.5716,0.9394,3.222,0.0748,0.0002,-0.0,-0.0565,0.0153,,,,,,,,,,,False,300.87,-121.13,Setup,Snatch,Side View,34.7862
406,2026-07-03T13:44:12.559,,,,,,,Detected,,40.82,,57.06,,113.37,,40.72,,133.44,57.5,3.756,7.466,True,217.0,422.0,15.0,1.0,0.0,0.0,2.0,-0.5716,0.9394,3.222,0.0748,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,300.43,-121.57,Setup,Snatch,Side View,34.882
