Frame,Timestamp,Record Type,sport,exercise,camera_view,input_mode,source_file,Pose,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Trunk Lean Angle,Athlete Depth (m),Center Depth (m),Barbell Detected,Barbell X (px),Barbell Y (px),Barbell Raw Horizontal Displacement (px),Barbell Raw Vertical Displacement (px),Barbell Raw Vertical Velocity (px/s),Barbell Raw Horizontal Velocity (px/s),Barbell Raw Max Height (px),Barbell X (m),Barbell Y (m),Barbell Z Depth (m),Barbell Raw Horizontal Displacement (m),Barbell Raw Vertical Displacement (m),Barbell Raw Vertical Velocity (m/s),Barbell Raw Horizontal Velocity (m/s),Barbell Raw Max Height (m),Barbell Horizontal Displacement (px),Barbell Vertical Displacement (px),Barbell Vertical Velocity (px/s),Barbell Horizontal Velocity (px/s),Barbell Max Height (px),Barbell Horizontal Displacement (m),Barbell Vertical Displacement (m),Barbell Vertical Velocity (m/s),Barbell Horizontal Velocity (m/s),Barbell Max Height (m),Barbell Above Head,Athlete Head Y (px),Barbell Head Clearance (px),Phase,Exercise,Camera View,Time (s)
252,2026-07-03T13:43:59.132,,,,,,,Detected,,35.62,,107.01,,108.61,,65.68,,159.21,93.87,3.779,7.288,True,247.0,422.0,45.0,1.0,-12.67,12.67,2.0,-0.4151,0.9394,3.222,0.2313,0.0002,-0.0036,0.0942,0.0153,,,,,,,,,,,False,328.32,-93.68,Setup,Snatch,Side View,21.4554
253,2026-07-03T13:43:59.227,,,,,,,Detected,,35.61,,109.22,,111.95,,67.61,,164.98,94.64,3.802,7.652,True,247.0,421.0,45.0,2.0,10.54,0.0,2.0,-0.4194,0.944,3.256,0.227,-0.0044,-0.049,-0.0462,0.0153,,,,,,,,,,,False,328.5,-92.5,Setup,Snatch,Side View,21.5498
254,2026-07-03T13:43:59.304,,,,,,,Detected,,34.34,,106.93,,110.92,,61.89,,142.84,94.67,3.802,7.652,True,247.0,422.0,45.0,1.0,-12.98,0.0,2.0,-0.4194,0.9493,3.256,0.227,-0.0097,-0.0684,0.0,0.0153,,,,,,,,,,,False,329.07,-92.93,Setup,Snatch,Side View,21.6268
255,2026-07-03T13:43:59.384,,,,,,,Detected,,33.73,,105.32,,108.07,,60.83,,137.04,94.67,3.875,7.652,True,247.0,421.0,45.0,2.0,12.59,0.0,2.0,-0.4151,0.9342,3.222,0.2313,0.0054,0.1904,0.0551,0.0153,,,,,,,,,,,False,329.36,-91.64,Setup,Snatch,Side View,21.7068
256,2026-07-03T13:43:59.463,,,,,,,Detected,,34.43,,107.35,,111.25,,58.79,,129.86,94.67,3.875,7.652,True,247.0,422.0,45.0,1.0,-12.49,0.0,2.0,-0.4151,0.9394,3.222,0.2313,0.0002,-0.0651,0.0,0.0153,,,,,,,,,,,False,329.51,-92.49,Setup,Snatch,Side View,21.7863
257,2026-07-03T13:43:59.559,,,,,,,Detected,,34.43,,107.77,,111.67,,57.81,,124.22,94.64,3.826,7.037,True,247.0,421.0,45.0,2.0,10.37,0.0,2.0,-0.4194,0.944,3.256,0.227,-0.0044,-0.0482,-0.0454,0.0153,,,,,,,,,,,False,329.65,-91.35,Setup,Snatch,Side View,21.8822
258,2026-07-03T13:43:59.653,,,,,,,Detected,,33.73,,108.02,,108.81,,56.86,,122.54,94.64,3.826,7.037,True,247.0,422.0,45.0,1.0,-10.77,0.0,2.0,-0.4194,0.9493,3.256,0.227,-0.0097,-0.0568,0.0,0.0153,,,,,,,,,,,False,329.7,-92.3,Setup,Snatch,Side View,21.9755
259,2026-07-03T13:43:59.745,,,,,,,Detected,,33.65,,107.62,,106.69,,57.9,,122.71,94.67,3.826,7.652,True,248.0,422.0,46.0,1.0,0.0,10.73,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,0.1064,0.103,0.0153,,,,,,,,,,,False,329.74,-92.26,Setup,Snatch,Side View,22.0681
260,2026-07-03T13:43:59.841,,,,,,,Detected,,31.44,,100.63,,109.37,,64.09,,153.43,94.64,3.826,7.652,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,329.86,-92.14,Setup,Snatch,Side View,22.1641
261,2026-07-03T13:43:59.930,,,,,,,Detected,,30.9,,96.95,,107.96,,66.41,,164.49,94.64,3.779,8.055,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4077,0.9344,3.205,0.2387,0.0052,0.0555,0.0242,0.0153,,,,,,,,,,,False,329.93,-92.07,Setup,Snatch,Side View,22.2532
262,2026-07-03T13:44:00.009,,,,,,,Detected,,32.21,,102.67,,107.23,,60.74,,136.03,94.6,3.779,8.055,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4077,0.9344,3.205,0.2387,0.0052,-0.0,0.0,0.0153,,,,,,,,,,,False,330.4,-91.6,Setup,Snatch,Side View,22.3321
263,2026-07-03T13:44:00.089,,,,,,,Detected,,32.21,,104.35,,105.66,,59.71,,130.33,94.95,3.875,7.558,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.0629,-0.0275,0.0153,,,,,,,,,,,False,330.74,-91.26,Setup,Snatch,Side View,22.4115
264,2026-07-03T13:44:00.166,,,,,,,Detected,,32.69,,105.39,,103.91,,64.09,,150.03,95.02,3.875,7.558,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,330.74,-91.26,Setup,Snatch,Side View,22.4893
265,2026-07-03T13:44:00.247,,,,,,,Detected,,31.26,,103.46,,104.6,,65.97,,156.7,95.02,3.802,7.849,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.412,0.9444,3.239,0.2344,-0.0047,-0.0615,-0.0268,0.0153,,,,,,,,,,,False,330.75,-91.25,Setup,Snatch,Side View,22.5695
266,2026-07-03T13:44:00.327,,,,,,,Detected,,31.29,,102.75,,104.6,,58.01,,133.58,95.02,3.802,7.849,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.412,0.9444,3.239,0.2344,-0.0047,-0.0,0.0,0.0153,,,,,,,,,,,False,331.09,-90.91,Setup,Snatch,Side View,22.6495
267,2026-07-03T13:44:00.420,,,,,,,Detected,,31.12,,104.24,,105.53,,55.98,,125.77,95.4,3.826,7.652,True,248.0,421.0,46.0,2.0,10.55,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,0.0553,0.0,0.0153,,,,,,,,,,,False,331.32,-89.68,Setup,Snatch,Side View,22.7432
268,2026-07-03T13:44:00.499,,,,,,,Detected,,31.7,,106.38,,109.43,,56.07,,112.83,94.99,3.826,7.652,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.27,-89.73,Setup,Snatch,Side View,22.8216
269,2026-07-03T13:44:00.577,,,,,,,Detected,,31.79,,106.38,,109.43,,54.22,,108.17,94.95,3.779,7.037,True,248.0,422.0,46.0,1.0,-12.71,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.0036,0.0275,0.0153,,,,,,,,,,,False,331.22,-90.78,Setup,Snatch,Side View,22.9009
270,2026-07-03T13:44:00.670,,,,,,,Detected,,34.25,,108.53,,110.77,,64.09,,131.48,94.99,3.779,7.037,True,248.0,421.0,46.0,2.0,10.79,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,0.0031,-0.0233,0.0153,,,,,,,,,,,False,331.39,-89.61,Setup,Snatch,Side View,22.9931
271,2026-07-03T13:44:00.765,,,,,,,Detected,,34.33,,108.53,,112.62,,66.33,,138.43,94.95,3.802,7.376,True,248.0,422.0,46.0,1.0,-10.69,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.003,0.0231,0.0153,,,,,,,,,,,False,331.51,-90.49,Setup,Snatch,Side View,23.0876
272,2026-07-03T13:44:00.859,,,,,,,Detected,,33.2,,106.14,,110.64,,68.25,,148.08,95.71,3.802,7.376,True,248.0,421.0,46.0,2.0,10.59,0.0,2.0,-0.4098,0.9342,3.222,0.2366,0.0054,0.0552,0.0,0.0153,,,,,,,,,,,False,331.5,-89.5,Setup,Snatch,Side View,23.1816
273,2026-07-03T13:44:00.950,,,,,,,Detected,,33.42,,105.08,,110.16,,68.11,,154.47,95.3,3.756,7.849,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0532,-0.0234,0.0153,,,,,,,,,,,False,331.5,-89.5,Setup,Snatch,Side View,23.2729
274,2026-07-03T13:44:01.031,,,,,,,Detected,,33.44,,103.11,,110.62,,66.86,,151.07,94.54,3.756,7.849,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.58,-89.42,Setup,Snatch,Side View,23.3536
275,2026-07-03T13:44:01.110,,,,,,,Detected,,33.44,,102.66,,108.43,,66.86,,151.07,94.51,3.875,8.386,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.63,-89.37,Setup,Snatch,Side View,23.433
276,2026-07-03T13:44:01.203,,,,,,,Detected,,34.62,,104.32,,108.92,,68.02,,155.25,94.54,3.875,8.386,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.41,-89.59,Setup,Snatch,Side View,23.5259
277,2026-07-03T13:44:01.282,,,,,,,Detected,,36.01,,104.96,,108.95,,67.24,,157.95,94.14,3.826,8.055,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.24,-89.76,Setup,Snatch,Side View,23.6052
278,2026-07-03T13:44:01.361,,,,,,,Detected,,33.52,,105.37,,111.14,,66.78,,154.09,94.14,3.826,8.055,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.46,-89.54,Setup,Snatch,Side View,23.6835
279,2026-07-03T13:44:01.440,,,,,,,Detected,,32.95,,105.09,,111.43,,67.41,,151.7,94.51,3.826,7.749,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.61,-89.39,Setup,Snatch,Side View,23.7631
280,2026-07-03T13:44:01.533,,,,,,,Detected,,32.95,,105.59,,111.93,,67.41,,171.14,94.51,3.826,7.749,True,249.0,421.0,47.0,2.0,0.0,10.87,2.0,-0.4068,0.9391,3.239,0.2396,0.0005,-0.0,0.057,0.0153,,,,,,,,,,,False,331.6,-89.4,Setup,Snatch,Side View,23.8561
281,2026-07-03T13:44:01.629,,,,,,,Detected,,32.88,,105.2,,111.54,,67.48,,174.08,94.54,3.779,7.466,True,248.0,421.0,46.0,2.0,0.0,-10.57,2.0,-0.4098,0.9342,3.222,0.2366,0.0054,0.0521,-0.0326,0.0153,,,,,,,,,,,False,331.59,-89.41,Setup,Snatch,Side View,23.9516
282,2026-07-03T13:44:01.723,,,,,,,Detected,,32.88,,103.88,,110.22,,67.48,,176.9,94.54,3.779,7.466,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.4098,0.9342,3.222,0.2366,0.0054,-0.0,0.0,0.0153,,,,,,,,,,,False,331.17,-89.83,Setup,Snatch,Side View,24.0461
283,2026-07-03T13:44:01.815,,,,,,,Detected,,32.88,,103.88,,111.96,,67.48,,176.9,94.54,3.756,7.558,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.4098,0.9342,3.222,0.2366,0.0054,-0.0,0.0,0.0153,,,,,,,,,,,False,330.91,-90.09,Setup,Snatch,Side View,24.1376
284,2026-07-03T13:44:01.911,,,,,,,Detected,,32.34,,100.84,,108.43,,66.76,,158.41,93.79,3.779,7.558,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.4098,0.9342,3.222,0.2366,0.0054,-0.0,0.0,0.0153,,,,,,,,,,,False,330.84,-90.16,Setup,Snatch,Side View,24.2338
285,2026-07-03T13:44:02.004,,,,,,,Detected,,32.83,,102.28,,111.06,,67.98,,156.22,93.81,3.779,8.055,True,249.0,422.0,47.0,1.0,-10.7,10.7,2.0,-0.4046,0.9394,3.222,0.2418,0.0002,-0.0558,0.0558,0.0153,,,,,,,,,,,False,330.82,-91.18,Setup,Snatch,Side View,24.3273
286,2026-07-03T13:44:02.101,,,,,,,Detected,,33.45,,103.81,,110.3,,57.42,,125.65,93.76,3.779,8.055,True,248.0,422.0,46.0,1.0,0.0,-10.81,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.0,-0.0564,0.0153,,,,,,,,,,,False,330.81,-91.19,Setup,Snatch,Side View,24.4244
287,2026-07-03T13:44:02.188,,,,,,,Detected,,34.03,,104.47,,112.11,,54.6,,121.1,93.76,3.756,8.055,True,248.0,421.0,46.0,2.0,10.75,0.0,2.0,-0.4098,0.9342,3.222,0.2366,0.0054,0.0561,0.0,0.0153,,,,,,,,,,,False,330.8,-90.2,Setup,Snatch,Side View,24.5114
288,2026-07-03T13:44:02.269,,,,,,,Detected,,34.62,,104.08,,111.13,,61.75,,152.4,93.41,3.779,8.055,True,248.0,422.0,46.0,1.0,-12.51,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,-0.0652,0.0,0.0153,,,,,,,,,,,False,330.99,-91.01,Setup,Snatch,Side View,24.5919
289,2026-07-03T13:44:02.363,,,,,,,Detected,,34.62,,103.12,,110.17,,64.81,,164.49,93.41,3.802,7.288,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.412,0.9444,3.239,0.2344,-0.0047,-0.0521,-0.0228,0.0153,,,,,,,,,,,False,331.08,-90.92,Setup,Snatch,Side View,24.6862
290,2026-07-03T13:44:02.453,,,,,,,Detected,,33.45,,102.42,,110.64,,64.81,,162.01,93.81,3.802,7.288,True,248.0,421.0,46.0,2.0,11.19,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,0.0587,0.0,0.0153,,,,,,,,,,,False,331.59,-89.41,Setup,Snatch,Side View,24.7763
291,2026-07-03T13:44:02.547,,,,,,,Detected,,33.45,,102.88,,109.36,,66.67,,163.87,93.79,3.85,7.749,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.72,-89.28,Setup,Snatch,Side View,24.87
292,2026-07-03T13:44:02.640,,,,,,,Detected,,33.45,,101.7,,108.9,,64.77,,160.73,93.41,3.85,7.749,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,-0.0,0.0,0.0153,,,,,,,,,,,False,331.57,-89.43,Setup,Snatch,Side View,24.963
293,2026-07-03T13:44:02.735,,,,,,,Detected,,32.71,,100.96,,108.9,,64.77,,163.23,93.41,3.826,7.849,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.4142,0.944,3.256,0.2322,-0.0044,-0.0533,-0.0234,0.0153,,,,,,,,,,,False,331.37,-89.63,Setup,Snatch,Side View,25.0579
294,2026-07-03T13:44:02.827,,,,,,,Detected,,32.89,,102.09,,111.49,,65.95,,161.47,93.03,3.826,7.849,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.4142,0.944,3.256,0.2322,-0.0044,-0.0,0.0,0.0153,,,,,,,,,,,False,331.44,-89.56,Setup,Snatch,Side View,25.1499
295,2026-07-03T13:44:02.908,,,,,,,Detected,,32.89,,102.53,,111.93,,60.3,,143.46,93.03,3.85,7.951,True,248.0,421.0,46.0,2.0,0.0,0.0,2.0,-0.412,0.9391,3.239,0.2344,0.0005,0.0618,0.0271,0.0153,,,,,,,,,,,False,331.48,-89.52,Setup,Snatch,Side View,25.2306
296,2026-07-03T13:44:03.000,,,,,,,Detected,,32.88,,101.42,,111.65,,55.39,,137.37,92.65,3.85,7.951,True,248.0,422.0,46.0,1.0,-10.88,0.0,2.0,-0.412,0.9444,3.239,0.2344,-0.0047,-0.057,0.0,0.0153,,,,,,,,,,,False,331.47,-90.53,Setup,Snatch,Side View,25.3232
297,2026-07-03T13:44:03.080,,,,,,,Detected,,33.6,,99.94,,108.43,,53.61,,136.47,92.28,3.802,7.466,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,0.0622,0.0271,0.0153,,,,,,,,,,,False,331.44,-90.56,Setup,Snatch,Side View,25.4029
298,2026-07-03T13:44:03.174,,,,,,,Detected,,33.04,,100.07,,113.22,,58.86,,134.59,91.52,3.802,7.466,True,247.0,421.0,45.0,2.0,10.61,-10.61,2.0,-0.4151,0.9342,3.222,0.2313,0.0054,0.0553,-0.0553,0.0153,,,,,,,,,,,False,331.38,-89.62,Setup,Snatch,Side View,25.4967
299,2026-07-03T13:44:03.268,,,,,,,Detected,,33.26,,100.73,,112.03,,61.92,,137.21,91.52,3.802,7.849,True,248.0,422.0,46.0,1.0,-10.64,10.64,2.0,-0.4142,0.9493,3.256,0.2322,-0.0097,-0.1609,0.0095,0.0153,,,,,,,,,,,False,331.35,-90.65,Setup,Snatch,Side View,25.5906
300,2026-07-03T13:44:03.362,,,,,,,Detected,,33.77,,98.65,,115.56,,55.91,,135.37,90.76,3.802,7.849,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4142,0.9493,3.256,0.2322,-0.0097,-0.0,0.0,0.0153,,,,,,,,,,,False,331.33,-90.67,Setup,Snatch,Side View,25.6845
301,2026-07-03T13:44:03.460,,,,,,,Detected,,33.01,,97.41,,116.57,,53.0,,132.08,90.76,3.826,7.652,True,248.0,422.0,46.0,1.0,0.0,0.0,2.0,-0.4142,0.9493,3.256,0.2322,-0.0097,-0.0,0.0,0.0153,,,,,,,,,,,False,331.34,-90.66,Setup,Snatch,Side View,25.7831
302,2026-07-03T13:44:03.548,,,,,,,Detected,,32.46,,96.15,,115.09,,50.25,,139.54,90.0,3.826,7.652,True,247.0,421.0,45.0,2.0,11.07,-11.07,2.0,-0.4218,0.9493,3.274,0.2246,-0.0096,0.0005,-0.084,0.0153,,,,,,,,,,,False,331.31,-89.69,Setup,Snatch,Side View,25.8712
303,2026-07-03T13:44:03.631,,,,,,,Detected,,33.74,,98.82,,116.48,,57.41,,165.87,90.0,3.733,7.288,True,248.0,422.0,46.0,1.0,-12.31,12.31,2.0,-0.412,0.9444,3.239,0.2344,-0.0047,0.0604,0.1201,0.0153,,,,,,,,,,,False,331.17,-90.83,Setup,Snatch,Side View,25.954
304,2026-07-03T13:44:03.728,,,,,,,Detected,,32.68,,91.92,,111.83,,57.85,,166.28,89.25,3.733,7.288,True,247.0,422.0,45.0,1.0,0.0,-10.41,2.0,-0.4173,0.9444,3.239,0.2292,-0.0047,-0.0,-0.0546,0.0153,,,,,,,,,,,False,331.2,-90.8,Setup,Snatch,Side View,26.051
305,2026-07-03T13:44:03.828,,,,,,,Detected,,32.63,,89.25,,109.93,,59.53,,164.29,88.87,3.779,7.558,True,248.0,422.0,46.0,1.0,0.0,10.34,2.0,-0.4098,0.9394,3.222,0.2366,0.0002,0.0513,0.0766,0.0153,,,,,,,,,,,False,331.23,-90.77,Setup,Snatch,Side View,26.1507
306,2026-07-03T13:44:03.915,,,,,,,Detected,,31.64,,89.03,,113.0,,60.16,,169.26,88.1,3.779,7.558,True,247.0,422.0,45.0,1.0,0.0,-10.91,2.0,-0.4151,0.9394,3.222,0.2313,0.0002,-0.0,-0.0569,0.0153,,,,,,,,,,,False,331.23,-90.77,Setup,Snatch,Side View,26.2383
307,2026-07-03T13:44:04.011,,,,,,,Detected,,31.64,,88.43,,110.84,,60.16,,170.79,88.1,3.779,7.288,True,248.0,422.0,46.0,1.0,0.0,10.36,2.0,-0.4142,0.9493,3.256,0.2322,-0.0097,-0.1027,0.0092,0.0153,,,,,,,,,,,False,331.22,-90.78,Setup,Snatch,Side View,26.3339
308,2026-07-03T13:44:04.103,,,,,,,Detected,,31.51,,84.92,,112.62,,57.52,,165.04,86.59,3.779,7.288,True,247.0,422.0,45.0,1.0,0.0,-10.76,2.0,-0.4194,0.9493,3.256,0.227,-0.0097,-0.0,-0.0567,0.0153,,,,,,,,,,,False,331.02,-90.98,Setup,Snatch,Side View,26.4269
309,2026-07-03T13:44:04.195,,,,,,,Detected,,32.41,,80.42,,113.01,,49.23,,137.16,86.59,3.779,7.749,True,247.0,422.0,45.0,1.0,0.0,0.0,2.0,-0.4151,0.9394,3.222,0.2313,0.0002,0.1084,0.0479,0.0153,,,,,,,,,,,False,330.95,-91.05,Setup,Snatch,Side View,26.5179
310,2026-07-03T13:44:04.288,,,,,,,Detected,,32.41,,81.76,,114.36,,53.41,,146.31,86.24,3.779,7.749,True,247.0,422.0,45.0,1.0,0.0,0.0,2.0,-0.4151,0.9394,3.222,0.2313,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,329.56,-92.44,Setup,Snatch,Side View,26.6114
311,2026-07-03T13:44:04.383,,,,,,,Detected,,34.19,,79.95,,112.09,,54.53,,142.66,85.86,3.802,7.652,True,247.0,422.0,45.0,1.0,0.0,0.0,2.0,-0.4151,0.9394,3.222,0.2313,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,329.05,-92.95,Setup,Snatch,Side View,26.7057
312,2026-07-03T13:44:04.475,,,,,,,Detected,,34.81,,82.59,,114.23,,56.85,,151.19,84.7,3.802,7.652,True,246.0,421.0,44.0,2.0,10.71,-10.71,2.0,-0.4203,0.9342,3.222,0.2261,0.0054,0.0559,-0.0559,0.0153,,,,,,,,,,,False,328.9,-92.1,Setup,Snatch,Side View,26.7974
313,2026-07-03T13:44:04.555,,,,,,,Detected,,35.18,,81.19,,115.87,,50.92,,133.72,83.95,3.802,8.163,True,247.0,422.0,45.0,1.0,-12.85,12.85,2.0,-0.4173,0.9444,3.239,0.2292,-0.0047,-0.1306,0.0389,0.0153,,,,,,,,,,,False,328.92,-93.08,Setup,Snatch,Side View,26.8777
314,2026-07-03T13:44:04.648,,,,,,,Detected,,35.93,,93.71,,115.5,,54.8,,136.44,83.91,3.802,8.163,True,246.0,422.0,44.0,1.0,0.0,-10.72,2.0,-0.4225,0.9444,3.239,0.2239,-0.0047,-0.0,-0.0562,0.0153,,,,,,,,,,,False,328.39,-93.61,Setup,Snatch,Side View,26.9709
315,2026-07-03T13:44:04.726,,,,,,,Detected,,36.66,,91.99,,113.78,,55.22,,129.7,83.16,3.779,7.288,True,246.0,422.0,44.0,1.0,0.0,0.0,2.0,-0.4203,0.9394,3.222,0.2261,0.0002,0.0624,0.0279,0.0153,,,,,,,,,,,False,328.05,-93.95,Setup,Snatch,Side View,27.049
316,2026-07-03T13:44:04.805,,,,,,,Detected,,36.45,,91.98,,113.46,,54.84,,137.62,81.6,3.802,7.288,True,246.0,422.0,44.0,1.0,0.0,0.0,2.0,-0.4203,0.9394,3.222,0.2261,0.0002,-0.0,0.0,0.0153,,,,,,,,,,,False,328.34,-93.66,Setup,Snatch,Side View,27.1275
317,2026-07-03T13:44:04.885,,,,,,,Detected,,38.69,,,,,,54.84,,136.99,81.6,3.802,7.376,True,246.0,422.0,44.0,1.0,0.0,0.0,2.0,-0.4225,0.9444,3.239,0.2239,-0.0047,-0.0623,-0.0279,0.0153,,,,,,,,,,,False,328.55,-93.45,Setup,Snatch,Side View,27.208
318,2026-07-03T13:44:04.964,,,,,,,Detected,,37.56,,,,,,54.85,,143.48,81.05,3.802,7.376,True,245.0,422.0,43.0,1.0,0.0,-12.52,2.0,-0.4277,0.9444,3.239,0.2187,-0.0047,-0.0,-0.0657,0.0153,,,,,,,,,,,False,328.41,-93.59,Setup,Snatch,Side View,27.2869
319,2026-07-03T13:44:05.046,,,,,,,Detected,,36.28,,,,,,54.01,,146.17,80.54,3.756,8.273,True,246.0,422.0,44.0,1.0,0.0,12.4,2.0,-0.4181,0.9344,3.205,0.2283,0.0052,0.1229,0.12,0.0153,,,,,,,,,,,False,328.32,-93.68,Setup,Snatch,Side View,27.3685
320,2026-07-03T13:44:05.136,,,,,,,Detected,,34.83,,83.51,,113.39,,53.73,,103.06,79.07,3.756,8.273,True,245.0,422.0,43.0,1.0,0.0,-11.04,2.0,-0.4233,0.9344,3.205,0.2232,0.0052,-0.0,-0.0573,0.0153,,,,,,,,,,,False,328.23,-93.77,Setup,Snatch,Side View,27.4588
321,2026-07-03T13:44:05.213,,,,,,,Detected,,35.18,,85.09,,113.36,,54.82,,79.4,78.31,3.756,7.652,True,244.0,422.0,42.0,1.0,0.0,-12.62,2.0,-0.433,0.9444,3.239,0.2134,-0.0047,-0.1251,-0.1229,0.0153,,,,,,,,,,,False,328.33,-93.67,Setup,Snatch,Side View,27.5364
322,2026-07-03T13:44:05.293,,,,,,,Detected,,34.03,,82.91,,111.71,,55.18,,139.51,77.09,3.756,7.652,True,245.0,422.0,43.0,1.0,0.0,12.72,2.0,-0.4277,0.9444,3.239,0.2187,-0.0047,-0.0,0.0667,0.0153,,,,,,,,,,,False,327.4,-94.6,Setup,Snatch,Side View,27.6164
323,2026-07-03T13:44:05.388,,,,,,,Detected,,36.26,,,,,,54.32,,155.32,76.83,3.826,7.466,True,244.0,422.0,42.0,1.0,0.0,-10.63,2.0,-0.433,0.9444,3.239,0.2134,-0.0047,-0.0,-0.0557,0.0153,,,,,,,,,,,False,326.82,-95.18,Setup,Snatch,Side View,27.7104
324,2026-07-03T13:44:05.481,,,,,,,Detected,,36.37,,,,,,56.75,,175.85,75.87,3.826,7.466,True,244.0,421.0,42.0,2.0,10.66,0.0,2.0,-0.4353,0.944,3.256,0.2112,-0.0044,0.0033,-0.0242,0.0153,,,,,,,,,,,False,326.52,-94.48,Setup,Snatch,Side View,27.8043
325,2026-07-03T13:44:05.574,,,,,,,Detected,,36.61,,,,,,56.89,,172.23,76.16,3.779,7.466,True,244.0,422.0,42.0,1.0,-10.58,0.0,2.0,-0.4307,0.9394,3.222,0.2157,0.0002,0.0491,0.0481,0.0153,,,,,,,,,,,False,326.02,-95.98,Setup,Snatch,Side View,27.8974
326,2026-07-03T13:44:05.652,,,,,,,Detected,,36.15,,,,,,54.88,,171.27,75.67,3.779,7.466,True,245.0,423.0,43.0,0.0,-12.9,12.9,2.0,-0.4233,0.9396,3.205,0.2232,-0.0,-0.003,0.0962,0.0153,,,,,,,,,,,False,325.8,-97.2,Setup,Snatch,Side View,27.975
327,2026-07-03T13:44:05.730,,,,,,,Detected,,36.54,,,,,,40.56,,152.11,75.28,3.756,8.055,True,244.0,422.0,42.0,1.0,12.87,-12.87,2.0,-0.4284,0.9344,3.205,0.218,0.0052,0.0668,-0.0668,0.0153,,,,,,,,,,,False,325.72,-96.28,Setup,Snatch,Side View,28.0532
328,2026-07-03T13:44:05.809,,,,,,,Detected,,36.53,,,,,,38.59,,151.89,74.28,3.756,8.055,True,244.0,422.0,42.0,1.0,0.0,0.0,2.0,-0.4284,0.9344,3.205,0.218,0.0052,-0.0,0.0,0.0153,,,,,,,,,,,False,325.66,-96.34,Setup,Snatch,Side View,28.1318
