time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m
29.276,Weightlifting,Snatch,Side View,Not Detected,Detected,,93.99,,124.95,,88.06,,24.78,,,43.96,3.802,7.951
29.357,Weightlifting,Snatch,Side View,Not Detected,Detected,,89.66,,132.48,,92.4,,31.26,,,48.47,3.802,7.951
29.429,Weightlifting,Snatch,Side View,Not Detected,Detected,,93.08,,139.14,,99.25,,,,,48.22,3.802,7.951
29.489,Weightlifting,Snatch,Side View,Not Detected,Detected,,86.91,,137.7,,98.56,,,,,50.51,3.756,7.288
29.561,Weightlifting,Snatch,Side View,Not Detected,Detected,,75.23,,135.02,,98.82,,,,,54.01,3.666,7.288
29.639,Weightlifting,Snatch,Side View,Not Detected,Detected,,80.99,,139.96,,103.16,,75.55,,,52.27,3.601,7.466
29.712,Weightlifting,Snatch,Side View,Not Detected,Detected,,88.0,,144.59,,101.84,,85.82,,,48.52,3.58,7.466
29.787,Weightlifting,Snatch,Side View,Not Detected,Detected,,65.96,,123.52,,90.03,,145.58,,,52.79,3.382,7.652
29.855,Weightlifting,Snatch,Side View,Not Detected,Detected,,79.85,,113.46,,97.33,,79.44,,,47.58,3.58,7.652
29.933,Weightlifting,Snatch,Side View,Not Detected,Detected,,83.74,,120.59,,105.15,,58.49,,,48.21,3.459,7.951
30.01,Weightlifting,Snatch,Side View,Not Detected,Detected,,92.0,,134.51,,111.37,,51.48,,,46.82,3.401,7.951
30.085,Weightlifting,Snatch,Side View,Not Detected,Detected,,94.39,,140.72,,115.06,,47.04,,,47.19,3.309,7.288
30.163,Weightlifting,Snatch,Side View,Not Detected,Detected,,87.64,,137.27,,118.02,,43.99,,,46.49,3.291,7.288
30.222,Weightlifting,Snatch,Side View,Not Detected,Detected,,89.47,,136.08,,116.83,,44.08,,,47.53,3.256,7.558
30.291,Weightlifting,Snatch,Side View,Not Detected,Detected,,89.37,,143.13,,121.44,,,,,47.95,3.239,7.558
30.365,Weightlifting,Snatch,Side View,Not Detected,Detected,,96.09,,145.83,,122.15,,,,,46.22,3.108,7.558
30.427,Weightlifting,Snatch,Side View,Not Detected,Detected,,97.49,,151.03,,120.45,,,,,47.66,3.156,7.558
30.519,Weightlifting,Snatch,Side View,Not Detected,Detected,,94.13,,152.57,,115.86,,,,,51.34,3.076,7.558
30.582,Weightlifting,Snatch,Side View,Not Detected,Detected,,105.72,,152.74,,117.64,,,,,44.29,3.123,7.558
30.646,Weightlifting,Snatch,Side View,Not Detected,Detected,,111.78,,156.12,,116.97,,,,,40.6,3.076,7.466
30.707,Weightlifting,Snatch,Side View,Not Detected,Detected,,120.28,,159.05,,115.16,,,,,39.21,3.123,7.466
30.771,Weightlifting,Snatch,Side View,Not Detected,Detected,,118.04,,157.74,,116.77,,,,,39.69,3.076,7.558
30.831,Weightlifting,Snatch,Side View,Not Detected,Detected,,121.03,,159.61,,115.5,,,,,39.9,3.061,7.558
30.894,Weightlifting,Snatch,Side View,Not Detected,Detected,,123.34,,160.58,,117.99,,,,,39.06,3.156,7.288
30.957,Weightlifting,Snatch,Side View,Not Detected,Detected,,118.62,,162.13,,125.67,,,,,41.89,3.123,7.288
31.022,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.83,,167.63,,128.4,,,,,41.99,3.061,7.652
31.083,Weightlifting,Snatch,Side View,Not Detected,Detected,,111.49,,164.23,,129.22,,,,,41.58,3.076,7.652
31.161,Weightlifting,Snatch,Side View,Not Detected,Detected,,120.35,,166.48,,130.73,,,,,38.0,3.156,7.951
31.225,Weightlifting,Snatch,Side View,Not Detected,Detected,,112.69,,165.15,,131.4,,,,,38.99,3.156,7.951
31.285,Weightlifting,Snatch,Side View,Not Detected,Detected,,117.01,,165.79,,135.26,,,,,38.77,3.256,7.652
31.351,Weightlifting,Snatch,Side View,Not Detected,Detected,,120.32,,157.21,,132.84,,,,,37.43,3.205,7.652
31.429,Weightlifting,Snatch,Side View,Not Detected,Detected,,119.64,,155.57,,133.38,,,,,38.66,3.291,7.466
31.487,Weightlifting,Snatch,Side View,Not Detected,Detected,,110.26,,150.18,,133.23,,,,,38.93,3.291,7.466
31.551,Weightlifting,Snatch,Side View,Not Detected,Detected,,108.19,,147.01,,131.57,,,,,41.5,3.291,7.202
31.614,Weightlifting,Snatch,Side View,Not Detected,Detected,,116.97,,141.2,,131.06,,,,,39.98,3.291,7.202
31.679,Weightlifting,Snatch,Side View,Not Detected,Detected,,114.88,,139.78,,126.98,,,,,39.75,3.274,7.749
31.755,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.24,,135.16,,127.1,,,,,37.52,3.274,7.749
31.817,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.93,,133.94,,128.66,,,,,36.95,3.291,7.118
31.88,Weightlifting,Snatch,Side View,Not Detected,Detected,,109.04,,132.27,,126.51,,,,,39.38,3.291,7.118
31.948,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.13,,131.79,,127.89,,,,,37.52,3.42,7.558
32.021,Weightlifting,Snatch,Side View,Not Detected,Detected,,114.57,,124.41,,122.17,,,,,38.28,3.401,7.558
32.098,Weightlifting,Snatch,Side View,Not Detected,Detected,,112.56,,123.18,,121.0,,,,,37.19,3.309,7.202
32.158,Weightlifting,Snatch,Side View,Not Detected,Detected,,120.09,,124.27,,115.25,,,,,32.64,4.281,7.202
32.222,Weightlifting,Snatch,Side View,Not Detected,Detected,,121.0,,126.22,,118.07,,,,,30.28,3.924,8.055
32.292,Weightlifting,Snatch,Side View,Not Detected,Detected,,123.57,,127.13,,117.41,,,,,28.97,4.081,8.055
32.359,Weightlifting,Snatch,Side View,Not Detected,Not Detected,,,,,,,,,,,,,7.466
32.452,Weightlifting,Snatch,Side View,Not Detected,Detected,,147.46,,104.36,,108.24,,,,,3.54,3.899,7.466
32.533,Weightlifting,Snatch,Side View,Not Detected,Detected,,146.14,,103.67,,106.79,,1.31,,,1.95,3.924,7.558
32.597,Weightlifting,Snatch,Side View,Not Detected,Detected,,137.54,,102.92,,103.4,,61.7,,,0.68,3.95,7.558
32.665,Weightlifting,Snatch,Side View,Not Detected,Detected,,136.85,,101.64,,103.19,,51.56,,,0.7,3.924,7.558
32.752,Weightlifting,Snatch,Side View,Not Detected,Detected,,135.63,,105.62,,108.61,,33.35,,,2.44,3.924,7.558
32.825,Weightlifting,Snatch,Side View,Not Detected,Detected,,134.24,,105.37,,106.64,,61.84,,,1.78,3.875,7.849
32.901,Weightlifting,Snatch,Side View,Not Detected,Detected,,130.27,,107.75,,100.27,,76.67,,,3.12,3.875,7.849
32.973,Weightlifting,Snatch,Side View,Not Detected,Detected,,131.0,,108.48,,103.5,,83.17,,,3.03,3.875,7.652
33.049,Weightlifting,Snatch,Side View,Not Detected,Detected,,125.7,,115.12,,105.2,,119.63,,,8.89,3.875,7.652
33.128,Weightlifting,Snatch,Side View,Not Detected,Detected,,126.19,,117.21,,106.19,,105.34,,,9.16,3.899,7.288
33.191,Weightlifting,Snatch,Side View,Not Detected,Detected,,123.44,,116.54,,105.1,,114.1,,,11.66,3.924,7.288
33.262,Weightlifting,Snatch,Side View,Not Detected,Detected,,123.55,,115.6,,108.32,,102.09,,,13.41,3.875,7.376
33.739,Weightlifting,Snatch,Side View,Not Detected,Detected,,119.51,,111.52,,110.19,,112.29,,,14.91,3.875,7.376
33.889,Weightlifting,Snatch,Side View,Not Detected,Detected,,118.5,,111.18,,109.92,,132.07,,,15.11,3.899,7.749
34.008,Weightlifting,Snatch,Side View,Not Detected,Detected,,116.32,,107.47,,108.92,,131.54,,,14.64,3.899,7.749
34.156,Weightlifting,Snatch,Side View,Not Detected,Detected,,113.76,,106.56,,112.01,,131.02,,118.77,15.7,3.924,7.749
34.246,Weightlifting,Snatch,Side View,Not Detected,Detected,,112.85,,107.3,,110.62,,155.86,,133.75,17.34,3.924,7.749
34.354,Weightlifting,Snatch,Side View,Not Detected,Detected,,113.53,,110.26,,110.68,,161.95,,138.96,17.98,3.899,7.037
34.427,Weightlifting,Snatch,Side View,Not Detected,Detected,,112.12,,109.99,,110.42,,167.48,,125.79,19.19,3.899,7.037
34.499,Weightlifting,Snatch,Side View,Not Detected,Detected,,110.93,,108.91,,109.95,,163.42,,134.0,20.48,3.875,7.466
34.583,Weightlifting,Snatch,Side View,Not Detected,Detected,,108.86,,109.18,,107.32,,151.3,,119.29,22.43,3.875,7.466
34.649,Weightlifting,Snatch,Side View,Not Detected,Detected,,109.74,,109.65,,107.05,,145.77,,112.95,22.2,3.924,7.652
34.725,Weightlifting,Snatch,Side View,Not Detected,Detected,,104.64,,103.96,,104.6,,161.81,,103.56,24.23,3.95,7.652
34.785,Weightlifting,Snatch,Side View,Not Detected,Detected,,102.56,,102.66,,106.46,,168.69,,117.73,25.18,3.875,7.652
34.851,Weightlifting,Snatch,Side View,Not Detected,Detected,,103.39,,103.1,,106.15,,166.24,,122.09,25.42,3.875,7.652
34.942,Weightlifting,Snatch,Side View,Not Detected,Detected,,102.94,,103.62,,108.33,,168.15,,113.02,26.13,3.875,7.037
35.023,Weightlifting,Snatch,Side View,Not Detected,Detected,,101.03,,102.0,,109.28,,168.12,,110.47,26.71,3.875,7.037
35.124,Weightlifting,Snatch,Side View,Not Detected,Detected,,99.73,,99.97,,111.28,,172.78,,118.24,26.57,3.875,7.749
35.218,Weightlifting,Snatch,Side View,Not Detected,Detected,,98.56,,99.65,,110.96,,176.74,,125.04,26.71,3.875,7.749
35.3,Weightlifting,Snatch,Side View,Not Detected,Detected,,97.05,,99.07,,109.89,,176.42,,126.97,28.17,3.875,7.202
35.371,Weightlifting,Snatch,Side View,Not Detected,Detected,,94.88,,97.13,,108.43,,162.78,,153.15,29.18,3.85,7.202
35.451,Weightlifting,Snatch,Side View,Not Detected,Detected,,95.18,,97.6,,110.55,,161.67,,158.19,28.9,3.875,7.951
35.529,Weightlifting,Snatch,Side View,Not Detected,Detected,,95.18,,97.6,,110.55,,160.27,,171.47,29.5,3.875,7.951
35.599,Weightlifting,Snatch,Side View,Not Detected,Detected,,94.57,,97.85,,113.55,,158.01,,174.6,29.66,3.95,7.118
35.665,Weightlifting,Snatch,Side View,Not Detected,Detected,,96.44,,98.5,,113.2,,157.45,,172.91,29.05,3.95,7.118
35.725,Weightlifting,Snatch,Side View,Not Detected,Detected,,96.66,,97.62,,110.71,,156.03,,171.48,29.05,3.875,7.288
35.795,Weightlifting,Snatch,Side View,Not Detected,Detected,,96.11,,97.99,,115.03,,154.12,,167.68,29.34,3.875,7.288
35.869,Weightlifting,Snatch,Side View,Not Detected,Detected,,96.11,,97.27,,113.99,,155.59,,169.14,29.5,3.924,7.652
35.93,Weightlifting,Snatch,Side View,Not Detected,Detected,,97.9,,98.88,,113.16,,156.14,,163.15,29.09,3.924,7.652
35.99,Weightlifting,Snatch,Side View,Not Detected,Detected,,97.9,,99.24,,110.95,,156.14,,164.17,29.09,3.899,7.037
36.053,Weightlifting,Snatch,Side View,Not Detected,Detected,,99.54,,100.32,,110.95,,155.24,,165.41,28.96,3.899,7.037
36.114,Weightlifting,Snatch,Side View,Not Detected,Detected,,99.54,,100.32,,109.55,,155.24,,165.41,28.8,3.924,7.288
36.18,Weightlifting,Snatch,Side View,Not Detected,Detected,,101.11,,101.24,,109.19,,165.59,,155.7,28.48,3.924,7.288
36.24,Weightlifting,Snatch,Side View,Not Detected,Detected,,100.83,,99.97,,107.02,,165.87,,149.48,28.61,3.875,7.466
36.303,Weightlifting,Snatch,Side View,Not Detected,Detected,,101.4,,100.9,,104.21,,161.41,,161.46,28.61,3.875,7.466
36.371,Weightlifting,Snatch,Side View,Not Detected,Detected,99.86,101.68,101.2,100.16,106.71,103.92,,168.54,,140.99,28.74,3.826,7.652
36.449,Weightlifting,Snatch,Side View,Not Detected,Detected,98.3,101.97,101.7,101.48,111.75,103.2,,164.19,,142.13,28.9,3.826,7.652
36.526,Weightlifting,Snatch,Side View,Not Detected,Detected,99.23,101.97,101.7,101.48,113.27,103.2,,161.41,,163.34,28.45,3.924,8.273
36.602,Weightlifting,Snatch,Side View,Not Detected,Detected,101.02,105.55,104.04,103.4,111.3,104.52,,156.01,,163.03,27.43,3.924,8.273
36.667,Weightlifting,Snatch,Side View,Not Detected,Detected,,105.55,,104.44,,106.97,,154.54,,149.04,27.43,3.924,8.055
36.743,Weightlifting,Snatch,Side View,Not Detected,Detected,104.54,106.67,108.19,105.83,112.38,106.97,,154.27,,147.53,27.29,3.924,8.055
36.804,Weightlifting,Snatch,Side View,Not Detected,Detected,,107.56,,106.46,,105.57,,153.03,,146.02,27.0,3.875,7.558
36.882,Weightlifting,Snatch,Side View,Not Detected,Detected,,106.87,,105.42,,108.08,,153.07,,147.57,26.57,3.875,7.558
36.943,Weightlifting,Snatch,Side View,Not Detected,Detected,,105.69,,104.79,,106.61,,152.48,,149.44,26.71,3.924,7.558
37.008,Weightlifting,Snatch,Side View,Not Detected,Detected,,107.56,,105.73,,110.56,,151.74,,173.39,26.0,3.924,7.558
37.069,Weightlifting,Snatch,Side View,Not Detected,Detected,,109.44,,107.4,,109.53,,153.76,,177.52,25.71,3.875,7.558
37.132,Weightlifting,Snatch,Side View,Not Detected,Detected,,110.66,,107.32,,107.32,,154.29,,177.28,25.27,3.875,7.558
37.192,Weightlifting,Snatch,Side View,Not Detected,Detected,,110.77,,108.37,,104.84,,152.08,,143.3,25.42,3.924,7.652
37.26,Weightlifting,Snatch,Side View,Not Detected,Detected,,113.12,,112.09,,107.4,,151.74,,170.57,25.84,3.924,7.652
37.336,Weightlifting,Snatch,Side View,Not Detected,Detected,,113.69,,111.36,,106.74,,153.85,,173.26,25.55,3.924,8.163
37.397,Weightlifting,Snatch,Side View,Not Detected,Detected,,113.69,,112.08,,106.06,,153.97,,173.8,25.11,3.924,8.163
37.48,Weightlifting,Snatch,Side View,Not Detected,Detected,,114.39,,113.83,,107.24,,153.97,,179.05,24.84,3.899,7.466
37.558,Weightlifting,Snatch,Side View,Not Detected,Detected,,116.79,,114.82,,109.5,,152.49,,176.01,24.29,3.899,7.466
37.64,Weightlifting,Snatch,Side View,Not Detected,Detected,,118.35,,117.19,,108.35,,149.77,,170.03,24.16,3.95,7.466
37.713,Weightlifting,Snatch,Side View,Not Detected,Detected,,119.66,,117.93,,111.73,,161.02,,143.36,23.87,3.95,7.466
37.789,Weightlifting,Snatch,Side View,Not Detected,Detected,,118.83,,117.67,,114.53,,157.05,,157.62,23.99,3.899,7.288
37.849,Weightlifting,Snatch,Side View,Not Detected,Detected,,122.32,,121.37,,111.9,,153.77,,175.66,23.57,3.899,7.288
37.912,Weightlifting,Snatch,Side View,Not Detected,Detected,,122.86,,121.91,,111.9,,152.28,,172.38,23.16,3.924,7.849
37.979,Weightlifting,Snatch,Side View,Not Detected,Detected,,124.81,,122.96,,111.9,,152.04,,164.54,22.36,3.924,7.849
38.058,Weightlifting,Snatch,Side View,Not Detected,Detected,,124.07,,121.82,,111.28,,152.01,,141.47,22.2,3.899,7.749
38.128,Weightlifting,Snatch,Side View,Not Detected,Detected,,126.05,,123.42,,111.6,,153.37,,145.53,21.92,3.899,7.749
38.192,Weightlifting,Snatch,Side View,Not Detected,Detected,,124.71,,122.96,,110.51,,152.94,,151.91,22.33,3.924,7.376
38.259,Weightlifting,Snatch,Side View,Not Detected,Detected,,129.88,,128.15,,111.95,,169.53,,99.46,21.06,3.924,7.376
38.334,Weightlifting,Snatch,Side View,Not Detected,Detected,,131.41,,129.5,,111.05,,176.57,,17.94,19.98,3.899,7.376
38.41,Weightlifting,Snatch,Side View,Not Detected,Detected,,132.21,,131.28,,110.49,,163.61,,132.6,20.38,3.899,7.376
38.497,Weightlifting,Snatch,Side View,Not Detected,Detected,,133.05,,132.51,,109.18,,159.09,,133.67,20.7,3.924,7.466
38.565,Weightlifting,Snatch,Side View,Not Detected,Detected,,135.65,,135.75,,108.79,,158.39,,135.12,20.22,3.95,7.466
38.643,Weightlifting,Snatch,Side View,Not Detected,Detected,,136.03,,136.13,,108.79,,164.98,,157.43,19.72,3.899,7.288
38.706,Weightlifting,Snatch,Side View,Not Detected,Detected,,138.33,,137.67,,108.79,,167.33,,174.43,19.13,3.924,7.288
38.771,Weightlifting,Snatch,Side View,Not Detected,Detected,,140.85,,140.32,,109.5,,168.03,,153.73,18.93,3.899,7.652
38.847,Weightlifting,Snatch,Side View,Not Detected,Detected,,141.03,,140.32,,109.5,,161.11,,164.57,18.14,3.899,7.652
38.919,Weightlifting,Snatch,Side View,Not Detected,Detected,,142.72,,141.93,,109.98,,170.2,,52.13,17.85,3.875,7.118
38.985,Weightlifting,Snatch,Side View,Not Detected,Detected,,143.82,,143.76,,109.48,,160.47,,150.83,17.76,3.875,7.118
39.051,Weightlifting,Snatch,Side View,Not Detected,Detected,,144.53,,145.24,,110.42,,158.16,,143.96,17.66,3.875,7.558
39.125,Weightlifting,Snatch,Side View,Not Detected,Detected,,146.03,,147.07,,109.99,,159.74,,46.29,17.08,3.875,7.558
39.19,Weightlifting,Snatch,Side View,Not Detected,Detected,,146.03,,147.07,,109.99,,159.65,,36.61,16.88,3.924,7.749
39.258,Weightlifting,Snatch,Side View,Not Detected,Detected,,147.6,,148.63,,112.28,,161.78,,21.36,16.03,3.924,7.749
39.329,Weightlifting,Snatch,Side View,Not Detected,Detected,,148.17,,148.63,,110.72,,163.68,,25.29,15.74,3.95,7.849
39.398,Weightlifting,Snatch,Side View,Not Detected,Detected,,150.16,,151.79,,111.11,,163.98,,20.53,14.91,3.95,7.849
39.482,Weightlifting,Snatch,Side View,Not Detected,Detected,,150.23,,152.02,,111.11,,162.62,,175.36,15.36,3.85,7.376
39.583,Weightlifting,Snatch,Side View,Not Detected,Detected,,154.37,,155.48,,110.26,,163.98,,155.98,14.7,3.875,7.376
39.645,Weightlifting,Snatch,Side View,Not Detected,Detected,,154.41,,155.66,,110.26,,163.85,,173.08,14.7,3.875,7.749
39.711,Weightlifting,Snatch,Side View,Not Detected,Detected,,155.57,,157.57,,111.01,,163.79,,161.57,14.56,3.875,7.749
39.812,Weightlifting,Snatch,Side View,Not Detected,Detected,,156.82,,158.38,,111.01,,164.22,,164.17,14.34,3.826,7.749
39.889,Weightlifting,Snatch,Side View,Not Detected,Detected,,157.5,,159.95,,113.36,,164.09,,170.71,14.34,3.826,7.749
39.968,Weightlifting,Snatch,Side View,Not Detected,Detected,,158.46,,161.54,,114.12,,164.16,,169.42,14.34,3.924,7.652
40.047,Weightlifting,Snatch,Side View,Not Detected,Detected,,159.87,,162.36,,116.77,,164.74,,167.73,13.66,3.924,7.652
40.135,Weightlifting,Snatch,Side View,Not Detected,Detected,,159.87,,162.23,,118.13,,164.74,,174.53,13.66,3.899,7.652
40.21,Weightlifting,Snatch,Side View,Not Detected,Detected,,159.87,,163.13,,120.22,,164.8,,173.86,13.06,3.899,7.652
40.289,Weightlifting,Snatch,Side View,Not Detected,Detected,,160.45,,162.36,,116.77,,166.72,,172.53,12.76,3.95,7.652
40.363,Weightlifting,Snatch,Side View,Not Detected,Detected,,161.28,,163.96,,117.9,,165.44,,177.35,12.76,3.95,7.652
40.426,Weightlifting,Snatch,Side View,Not Detected,Detected,,161.28,,163.96,,116.82,,165.5,,175.36,12.76,3.95,8.055
40.487,Weightlifting,Snatch,Side View,Not Detected,Detected,,161.28,,163.96,,116.82,,165.5,,161.93,12.46,3.95,8.055
40.549,Weightlifting,Snatch,Side View,Not Detected,Detected,,160.7,,164.08,,115.48,,163.75,,149.96,13.06,3.95,7.202
40.63,Weightlifting,Snatch,Side View,Not Detected,Detected,,161.28,,164.08,,116.95,,165.55,,92.44,12.7,3.924,7.202
40.707,Weightlifting,Snatch,Side View,Not Detected,Detected,,161.5,,164.18,,116.95,,164.54,,3.58,12.63,3.875,8.055
40.787,Weightlifting,Snatch,Side View,Not Detected,Detected,,161.78,,165.67,,116.24,,162.8,,175.14,12.5,3.875,8.055
40.866,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.19,,165.75,,114.48,,163.37,,175.14,12.2,3.899,7.288
40.959,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.76,,165.87,,113.11,,165.15,,176.35,11.61,3.899,7.288
41.032,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.76,,165.75,,114.48,,165.15,,166.89,11.55,3.826,7.652
41.112,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.76,,165.75,,115.48,,165.15,,157.91,11.84,3.826,7.652
41.19,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.76,,165.87,,114.09,,165.15,,142.66,11.55,3.924,7.652
41.267,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.8,,165.67,,115.0,,165.19,,139.4,11.43,3.924,7.652
41.347,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.8,,165.55,,116.42,,165.19,,131.27,11.72,3.95,7.749
41.422,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.83,,165.47,,116.42,,164.06,,99.07,11.37,3.95,7.749
41.497,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.83,,165.47,,116.42,,162.82,,122.46,11.37,3.924,7.652
41.563,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.72,,165.59,,115.0,,162.58,,163.65,11.19,3.924,7.652
41.625,Weightlifting,Snatch,Side View,Not Detected,Detected,,163.72,,165.59,,113.41,,162.43,,164.99,11.19,3.975,7.749
41.705,Weightlifting,Snatch,Side View,Not Detected,Detected,,164.29,,165.47,,114.88,,164.29,,168.47,10.9,3.975,7.749
41.78,Weightlifting,Snatch,Side View,Not Detected,Detected,,164.11,,165.52,,115.0,,164.3,,168.21,10.95,3.95,7.466
41.857,Weightlifting,Snatch,Side View,Not Detected,Detected,,164.11,,165.52,,116.1,,163.18,,161.7,10.71,3.95,7.466
41.932,Weightlifting,Snatch,Side View,Not Detected,Detected,,165.63,,166.33,,115.98,,162.68,,155.62,10.36,3.924,7.749
41.995,Weightlifting,Snatch,Side View,Not Detected,Detected,,165.63,,166.33,,117.53,,162.68,,156.78,10.3,3.924,7.749
42.057,Weightlifting,Snatch,Side View,Not Detected,Detected,,165.63,,166.46,,116.1,,169.96,,172.41,10.3,3.924,7.466
42.121,Weightlifting,Snatch,Side View,Not Detected,Detected,,165.69,,166.52,,116.1,,169.96,,168.69,9.66,3.924,7.466
42.186,Weightlifting,Snatch,Side View,Not Detected,Detected,,165.69,,166.52,,117.66,,171.26,,160.26,9.66,3.899,7.376
42.246,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.27,,166.52,,117.66,,164.47,,117.62,9.07,3.899,7.376
42.31,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.27,,166.52,,117.66,,163.26,,114.73,9.07,3.95,7.558
42.37,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.76,,166.52,,116.54,,169.83,,147.84,8.82,3.95,7.558
42.432,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.76,,166.52,,115.0,,171.03,,161.57,8.82,3.95,7.466
42.495,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.85,,166.4,,116.42,,171.12,,146.31,8.82,3.95,7.466
42.558,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.85,,167.28,,115.76,,171.12,,153.43,8.82,4.001,7.951
42.62,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.43,,167.28,,118.41,,169.27,,143.87,8.17,4.001,7.951
42.701,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.43,,167.16,,119.8,,169.21,,156.95,8.17,3.975,7.951
42.777,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.94,,167.16,,119.8,,170.91,,154.25,7.92,3.975,7.951
42.85,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.94,,167.16,,119.8,,169.61,,147.14,7.96,4.028,7.849
42.91,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.46,,167.05,,121.12,,172.72,,163.61,7.7,4.028,7.849
42.974,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.39,,167.1,,121.24,,174.03,,172.33,7.7,3.95,7.376
43.039,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.39,,167.21,,117.7,,172.72,,180.0,7.43,3.95,7.376
43.129,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.46,,167.16,,116.57,,172.72,,180.0,7.39,3.95,7.749
43.212,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.26,,167.28,,115.24,,175.44,,175.97,6.9,3.95,7.749
43.287,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.49,,165.75,,114.48,,175.82,,173.76,6.87,3.95,7.466
43.369,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.32,,166.58,,114.48,,179.24,,167.16,6.27,3.95,7.466
43.442,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.32,,166.58,,114.48,,177.01,,161.92,6.31,4.001,7.749
43.506,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.32,,166.58,,114.48,,177.94,,159.78,6.31,4.001,7.749
43.572,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.26,,166.46,,115.8,,175.95,,164.98,6.34,4.028,7.558
43.647,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.49,,165.07,,115.17,,173.46,,165.26,6.27,4.028,7.558
43.721,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.98,,165.0,,116.43,,162.57,,177.83,6.24,3.975,7.376
43.783,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.76,,164.17,,113.3,,166.02,,175.93,6.44,3.975,7.376
43.848,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.76,,164.17,,114.68,,156.03,,172.27,6.14,3.95,7.749
43.911,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.76,,163.42,,111.62,,159.73,,174.13,6.44,3.95,7.749
43.973,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.85,,161.84,,110.87,,162.03,,179.39,6.51,4.001,7.652
44.036,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.39,,161.84,,109.98,,170.89,,169.3,6.34,4.001,7.652
44.098,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.39,,161.84,,108.6,,173.18,,155.56,6.34,3.95,7.376
44.178,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.18,,160.28,,107.85,,179.32,,145.86,5.71,3.95,7.376
44.252,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.15,,160.18,,107.85,,179.8,,124.26,5.4,3.975,7.376
44.331,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.62,,161.84,,108.02,,177.22,,132.97,5.11,3.975,7.376
44.407,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.24,,161.84,,107.18,,174.96,,133.96,4.79,3.975,7.376
44.483,Weightlifting,Snatch,Side View,Not Detected,Detected,,170.65,,163.35,,107.93,,177.18,,122.68,4.45,3.95,7.376
44.546,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.15,,163.27,,106.46,,175.2,,135.93,4.15,3.975,7.466
44.607,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.15,,163.27,,106.46,,178.47,,170.2,4.47,3.975,7.466
44.677,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.15,,163.27,,106.46,,176.27,,172.87,4.13,3.95,7.558
44.748,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.36,,164.81,,105.71,,175.7,,173.29,4.42,3.95,7.558
44.813,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.36,,164.81,,105.71,,175.7,,172.87,4.42,3.975,7.951
