time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
44.106,Weightlifting,Snatch,Side View,Transition,Detected,176.57,179.27,176.22,164.6,125.08,131.49,,27.88,,170.82,5.23,4.081,7.376,True,177.0,282.0,-48.0,102.0,-16.39,0.0,255.0
44.171,Weightlifting,Snatch,Side View,Transition,Detected,178.89,179.27,178.68,163.84,126.06,129.01,,27.88,,170.82,4.86,4.028,7.749,True,178.0,282.0,-47.0,102.0,0.0,15.48,255.0
44.232,Weightlifting,Snatch,Side View,Transition,Detected,178.89,176.01,177.8,165.6,123.34,128.25,,27.44,,171.99,4.48,4.028,7.749,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.296,Weightlifting,Snatch,Side View,Transition,Detected,178.89,175.16,177.98,166.44,121.88,128.25,,27.44,,172.91,4.48,4.081,7.652,True,178.0,283.0,-47.0,101.0,-15.95,0.0,255.0
44.357,Weightlifting,Snatch,Side View,Transition,Detected,178.89,175.16,177.8,165.44,121.7,130.74,,26.24,,174.11,4.48,4.081,7.652,True,178.0,283.0,-47.0,101.0,0.0,0.0,255.0
44.42,Weightlifting,Snatch,Side View,Transition,Detected,177.31,175.16,176.96,165.19,121.7,131.57,,26.24,,174.58,4.86,4.028,7.466,True,178.0,282.0,-47.0,102.0,15.88,0.0,255.0
44.482,Weightlifting,Snatch,Side View,Transition,Detected,177.31,173.49,177.83,165.83,125.85,133.31,,26.24,,174.58,4.86,4.028,7.466,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.545,Weightlifting,Snatch,Side View,Transition,Detected,177.16,174.29,177.66,166.53,125.59,133.12,12.97,26.72,160.74,171.99,5.3,4.081,7.376,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.609,Weightlifting,Snatch,Side View,Transition,Detected,177.29,174.96,178.84,165.83,128.46,134.22,12.97,25.97,160.74,171.99,5.67,4.081,7.376,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.669,Weightlifting,Snatch,Side View,Transition,Detected,177.0,173.29,179.6,167.27,129.56,138.37,11.61,25.52,157.52,171.78,5.33,4.081,7.376,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.734,Weightlifting,Snatch,Side View,Transition,Detected,176.55,174.04,179.38,165.41,126.87,135.69,12.2,24.78,156.8,171.78,6.05,4.081,7.376,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.793,Weightlifting,Snatch,Side View,Transition,Detected,176.55,174.88,179.26,163.78,123.63,134.91,12.2,23.03,156.04,172.5,6.05,4.193,7.951,True,179.0,282.0,-46.0,102.0,0.0,16.79,255.0
44.86,Weightlifting,Snatch,Side View,Transition,Detected,175.68,174.04,179.51,163.86,120.53,138.09,12.94,23.03,156.04,169.5,6.42,4.193,7.951,True,179.0,282.0,-46.0,102.0,0.0,0.0,255.0
44.923,Weightlifting,Snatch,Side View,Transition,Detected,176.83,172.35,177.63,165.87,121.42,138.41,12.77,22.54,155.22,170.73,5.97,4.028,7.288,True,179.0,282.0,-46.0,102.0,0.0,0.0,255.0
44.984,Weightlifting,Snatch,Side View,Transition,Detected,176.83,171.61,177.63,163.27,122.86,135.07,12.77,22.54,155.22,169.83,5.97,4.028,7.288,True,180.0,281.0,-45.0,103.0,16.59,16.59,255.0
45.049,Weightlifting,Snatch,Side View,Transition,Detected,176.83,170.04,178.52,164.86,118.74,138.63,12.77,22.02,154.36,171.08,5.6,3.95,8.163,True,180.0,280.0,-45.0,104.0,15.25,0.0,255.0
45.11,Weightlifting,Snatch,Side View,Transition,Detected,175.38,170.78,179.25,164.11,120.16,135.07,13.5,20.02,155.22,170.72,6.34,3.95,8.163,True,180.0,281.0,-45.0,103.0,-16.33,0.0,255.0
45.172,Weightlifting,Snatch,Side View,Transition,Detected,175.38,169.95,178.36,164.61,124.19,134.73,13.5,20.02,153.43,170.72,6.3,4.001,8.386,True,181.0,281.0,-44.0,103.0,0.0,16.35,255.0
45.234,Weightlifting,Snatch,Side View,Transition,Detected,174.68,168.26,179.23,164.48,124.19,133.62,13.32,19.44,151.7,168.71,5.86,4.001,8.386,True,182.0,281.0,-43.0,103.0,0.0,15.98,255.0
45.297,Weightlifting,Snatch,Side View,Transition,Detected,173.26,167.28,178.87,166.24,121.55,136.5,13.86,20.7,153.43,163.98,6.14,4.109,7.558,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.361,Weightlifting,Snatch,Side View,Transition,Detected,174.14,165.75,179.35,166.73,124.07,136.92,13.86,20.1,153.43,163.63,5.75,4.081,7.558,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.422,Weightlifting,Snatch,Side View,Transition,Detected,174.31,165.75,179.59,166.73,125.67,139.32,13.69,20.95,153.43,161.15,5.71,4.109,7.849,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.486,Weightlifting,Snatch,Side View,Transition,Detected,173.55,165.61,179.31,167.2,126.61,141.4,15.12,21.49,154.87,158.22,6.06,4.109,7.849,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.547,Weightlifting,Snatch,Side View,Transition,Detected,171.96,165.61,179.79,166.43,124.88,140.04,15.81,21.49,154.87,156.54,6.42,4.028,7.849,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.611,Weightlifting,Snatch,Side View,Transition,Detected,171.96,164.77,179.79,166.15,121.74,143.79,15.85,20.25,154.9,157.68,6.42,4.028,7.849,True,182.0,280.0,-43.0,104.0,16.01,0.0,255.0
45.673,Weightlifting,Snatch,Side View,Transition,Detected,172.65,164.77,179.79,166.15,120.32,146.61,16.63,20.25,156.37,155.95,6.06,4.028,7.202,True,183.0,280.0,-42.0,104.0,0.0,15.94,255.0
45.74,Weightlifting,Snatch,Side View,Transition,Detected,172.65,164.77,179.79,166.15,121.74,152.32,16.7,21.49,157.3,151.29,6.06,4.028,7.202,True,183.0,280.0,-42.0,104.0,0.0,0.0,255.0
45.799,Weightlifting,Snatch,Side View,Transition,Detected,172.75,163.95,180.0,167.72,121.85,153.06,16.7,21.49,157.3,151.29,6.06,4.028,7.652,True,183.0,280.0,-42.0,104.0,0.0,0.0,255.0
45.862,Weightlifting,Snatch,Side View,Transition,Detected,172.48,163.09,179.19,168.54,124.28,160.83,18.38,21.99,157.95,148.49,6.18,4.028,7.652,True,183.0,279.0,-42.0,105.0,16.1,0.0,255.0
45.923,Weightlifting,Snatch,Side View,Transition,Detected,172.48,163.09,179.19,168.54,124.28,160.83,18.38,21.99,159.74,146.31,6.18,4.165,7.376,True,183.0,278.0,-42.0,106.0,16.34,0.0,255.0
45.987,Weightlifting,Snatch,Side View,Transition,Detected,171.78,162.27,178.27,169.73,125.19,166.83,19.07,21.99,159.74,144.02,6.54,4.165,7.376,True,183.0,278.0,-42.0,106.0,0.0,0.0,255.0
46.051,Weightlifting,Snatch,Side View,Transition,Detected,171.68,162.27,178.44,170.47,126.74,170.12,19.07,20.72,159.74,142.89,6.54,4.054,7.749,True,183.0,277.0,-42.0,107.0,15.74,0.0,255.0
46.113,Weightlifting,Snatch,Side View,Transition,Detected,171.78,160.75,178.27,171.28,126.81,175.03,19.07,21.44,160.76,141.06,6.18,4.054,7.749,True,183.0,277.0,-42.0,107.0,0.0,0.0,255.0
46.174,Weightlifting,Snatch,Side View,Transition,Detected,172.21,161.21,178.44,171.89,130.31,175.39,20.05,21.99,164.21,137.28,6.22,4.028,7.849,True,182.0,276.0,-43.0,108.0,16.03,-16.03,255.0
46.236,Weightlifting,Snatch,Side View,Transition,Detected,172.21,160.5,178.44,171.53,130.31,178.62,20.21,23.19,164.37,136.03,5.86,4.028,7.849,True,182.0,275.0,-43.0,109.0,16.28,0.0,255.0
46.298,Weightlifting,Snatch,Side View,Transition,Detected,172.21,160.5,178.44,171.53,130.31,178.62,20.38,24.45,166.54,133.94,5.86,4.028,7.558,True,181.0,274.0,-44.0,110.0,16.33,-16.33,255.0
46.363,Weightlifting,Snatch,Side View,Transition,Detected,171.49,158.97,179.25,172.7,128.54,174.5,21.56,23.9,167.9,134.34,5.46,4.028,7.558,True,181.0,273.0,-44.0,111.0,15.16,0.0,255.0
46.425,Weightlifting,Snatch,Side View,Transition,Detected,171.49,158.94,179.25,171.97,128.54,177.39,21.56,25.2,167.9,131.13,5.49,4.081,7.951,True,181.0,274.0,-44.0,110.0,-16.56,0.0,255.0
46.492,Weightlifting,Snatch,Side View,Transition,Detected,171.49,157.41,179.83,173.51,125.9,174.5,21.56,25.93,169.95,129.25,5.13,4.081,7.951,True,180.0,274.0,-45.0,110.0,0.0,-14.83,255.0
46.55,Weightlifting,Snatch,Side View,Transition,Detected,172.45,157.17,179.91,174.53,125.9,173.75,22.21,25.88,171.47,127.44,4.7,4.001,7.749,True,180.0,274.0,-45.0,110.0,0.0,0.0,255.0
46.614,Weightlifting,Snatch,Side View,Transition,Detected,170.61,156.89,178.94,174.42,125.9,172.09,23.07,25.88,171.47,124.0,5.1,4.028,7.749,True,180.0,272.0,-45.0,112.0,31.08,0.0,255.0
46.676,Weightlifting,Snatch,Side View,Transition,Detected,171.49,157.6,179.25,175.16,126.81,171.35,23.07,26.41,171.47,120.91,5.46,4.136,7.849,True,180.0,272.0,-45.0,112.0,0.0,0.0,255.0
46.739,Weightlifting,Snatch,Side View,Transition,Detected,170.61,157.9,179.86,173.72,125.19,172.96,24.86,26.5,175.94,120.3,5.16,4.136,7.849,True,179.0,272.0,-46.0,112.0,0.0,-15.81,255.0
46.801,Weightlifting,Snatch,Side View,Transition,Detected,170.61,157.9,179.86,174.47,125.19,170.27,24.86,26.5,178.01,122.17,5.16,4.028,7.202,True,178.0,272.0,-47.0,112.0,0.0,-16.05,255.0
46.863,Weightlifting,Snatch,Side View,Transition,Detected,171.31,157.17,179.86,173.72,125.19,171.03,25.69,27.23,179.53,120.3,4.43,4.028,7.202,True,178.0,272.0,-47.0,112.0,0.0,0.0,255.0
46.923,Weightlifting,Snatch,Side View,Transition,Detected,171.38,157.9,180.0,174.47,125.27,168.42,25.69,26.5,179.53,120.3,4.79,4.193,7.652,True,178.0,272.0,-47.0,112.0,0.0,0.0,255.0
46.988,Weightlifting,Snatch,Side View,Transition,Detected,170.64,157.17,179.1,174.47,125.27,170.27,27.03,27.23,176.85,117.07,4.4,4.193,7.652,True,178.0,271.0,-47.0,113.0,15.22,0.0,255.0
47.05,Weightlifting,Snatch,Side View,Transition,Detected,171.34,157.17,179.17,174.81,123.41,168.64,28.24,27.23,172.8,115.53,4.03,4.054,7.749,True,177.0,270.0,-48.0,114.0,16.44,-16.44,255.0
47.114,Weightlifting,Snatch,Side View,Transition,Detected,170.7,157.26,179.83,173.98,122.86,170.61,28.94,27.43,168.45,110.96,4.03,4.054,7.749,True,176.0,269.0,-49.0,115.0,15.59,-15.59,255.0
47.178,Weightlifting,Snatch,Side View,Transition,Detected,173.88,156.2,146.57,163.58,80.32,144.5,30.33,28.81,166.26,110.96,4.01,4.311,7.849,True,175.0,269.0,-50.0,115.0,0.0,-15.52,255.0
47.239,Weightlifting,Snatch,Side View,Transition,Detected,173.57,157.11,178.38,177.62,112.72,149.66,30.51,29.41,164.05,106.25,4.43,4.311,7.849,True,174.0,269.0,-51.0,115.0,0.0,-16.37,255.0
47.301,Weightlifting,Snatch,Side View,Transition,Detected,175.16,156.84,170.98,179.12,124.99,153.18,29.81,28.16,161.85,107.5,4.06,4.054,7.749,True,173.0,269.0,-52.0,115.0,0.0,-16.02,255.0
47.363,Weightlifting,Snatch,Side View,Transition,Detected,174.97,157.95,170.08,175.44,128.17,160.65,30.6,29.41,160.26,106.25,3.69,4.054,7.749,True,172.0,268.0,-53.0,116.0,16.36,-16.36,255.0
47.426,Weightlifting,Snatch,Side View,Transition,Detected,174.97,158.68,169.19,175.73,130.56,160.36,30.6,28.68,157.98,107.87,4.06,4.054,7.466,True,171.0,268.0,-54.0,116.0,0.0,-15.89,255.0
47.489,Weightlifting,Snatch,Side View,Transition,Detected,172.75,157.78,171.77,176.73,126.78,159.61,30.68,28.81,151.24,104.85,4.01,4.054,7.466,True,169.0,268.0,-56.0,116.0,0.0,-31.68,255.0
47.551,Weightlifting,Snatch,Side View,Transition,Detected,172.53,157.59,172.68,176.99,128.17,161.42,29.99,28.74,153.14,104.85,3.62,3.924,7.849,True,169.0,268.0,-56.0,116.0,0.0,0.0,255.0
47.616,Weightlifting,Snatch,Side View,Transition,Detected,171.0,157.76,173.55,176.11,128.15,159.61,30.25,29.44,142.59,104.85,3.62,3.924,7.849,True,166.0,267.0,-59.0,117.0,15.2,-45.59,255.0
47.678,Weightlifting,Snatch,Side View,Transition,Detected,170.98,157.59,175.3,176.37,127.27,159.61,31.72,29.37,134.55,103.36,3.22,3.95,7.951,True,166.0,267.0,-59.0,117.0,0.0,0.0,255.0
47.74,Weightlifting,Snatch,Side View,Transition,Detected,170.03,158.49,176.26,175.46,127.27,159.61,31.72,29.37,132.3,103.36,3.22,3.95,7.951,True,165.0,267.0,-60.0,117.0,0.0,-16.28,255.0
47.804,Weightlifting,Snatch,Side View,Transition,Detected,170.03,158.41,176.26,175.46,127.27,158.07,31.72,29.44,133.47,101.35,3.24,4.001,7.849,True,165.0,268.0,-60.0,116.0,-15.72,0.0,255.0
47.866,Weightlifting,Snatch,Side View,Transition,Detected,169.07,158.61,176.33,175.32,129.64,155.58,33.06,31.35,128.81,100.15,2.88,4.001,7.849,True,163.0,267.0,-62.0,117.0,16.07,-32.15,255.0
47.928,Weightlifting,Snatch,Side View,Transition,Detected,169.07,160.23,176.33,174.4,129.64,155.58,33.06,30.65,126.75,100.15,3.24,4.081,7.749,True,162.0,267.0,-63.0,117.0,0.0,-15.75,255.0
47.991,Weightlifting,Snatch,Side View,Transition,Detected,168.81,158.61,177.28,176.34,129.64,154.56,33.69,32.53,122.07,98.97,2.52,4.081,7.749,True,160.0,267.0,-65.0,117.0,0.0,-32.0,255.0
48.053,Weightlifting,Snatch,Side View,Transition,Detected,168.81,159.53,177.28,175.42,129.64,156.11,32.37,31.35,121.9,100.15,2.52,3.875,7.558,True,160.0,266.0,-65.0,118.0,16.03,0.0,255.0
48.115,Weightlifting,Snatch,Side View,Transition,Detected,167.01,160.45,178.24,174.5,130.05,152.93,33.22,30.68,118.35,102.29,2.9,3.875,7.558,True,158.0,265.0,-67.0,119.0,16.2,-32.39,255.0
48.177,Weightlifting,Snatch,Side View,Transition,Detected,167.01,162.08,178.24,173.57,130.05,152.93,31.88,29.97,121.64,102.29,3.26,3.95,7.849,True,158.0,265.0,-67.0,119.0,0.0,0.0,255.0
48.241,Weightlifting,Snatch,Side View,Transition,Detected,166.07,160.45,179.18,175.26,130.05,152.16,32.35,31.9,121.17,103.1,2.9,3.95,7.849,True,157.0,265.0,-68.0,119.0,0.0,-15.74,255.0
48.303,Weightlifting,Snatch,Side View,Transition,Detected,167.01,161.36,177.36,175.6,130.93,149.98,30.96,32.39,122.56,101.9,3.26,4.001,7.376,True,156.0,265.0,-69.0,119.0,0.0,-16.26,255.0
48.368,Weightlifting,Snatch,Side View,Transition,Detected,166.77,159.95,178.26,176.39,132.78,147.65,33.02,32.6,118.09,103.1,2.17,4.001,7.376,True,155.0,265.0,-70.0,119.0,0.0,-15.15,255.0
48.428,Weightlifting,Snatch,Side View,Transition,Detected,166.77,160.86,178.26,175.48,132.78,147.65,31.65,30.85,119.73,104.38,2.17,4.109,7.749,True,155.0,264.0,-70.0,120.0,16.73,0.0,255.0
48.492,Weightlifting,Snatch,Side View,Transition,Detected,167.47,159.64,177.36,175.07,133.68,147.88,32.32,32.26,116.4,100.66,1.09,4.109,7.749,True,154.0,263.0,-71.0,121.0,15.59,-15.59,255.0
48.554,Weightlifting,Snatch,Side View,Transition,Detected,167.47,160.34,177.36,175.87,132.24,147.08,32.32,32.76,112.3,98.05,1.45,4.028,7.652,True,153.0,263.0,-72.0,121.0,0.0,-16.04,255.0
48.62,Weightlifting,Snatch,Side View,Transition,Detected,166.53,161.25,178.3,174.97,135.21,147.08,32.32,32.76,108.75,99.46,1.45,4.028,7.652,True,150.0,263.0,-75.0,121.0,0.0,-45.99,255.0
48.68,Weightlifting,Snatch,Side View,Transition,Detected,167.47,161.25,176.47,174.97,136.1,147.08,32.32,31.56,107.15,103.84,1.45,3.875,7.466,True,149.0,263.0,-76.0,121.0,0.0,-16.63,255.0
48.744,Weightlifting,Snatch,Side View,Transition,Detected,166.38,162.2,177.48,173.91,137.66,148.71,32.46,31.66,105.11,101.48,1.47,3.875,7.466,True,148.0,262.0,-77.0,122.0,15.63,-15.63,255.0
48.807,Weightlifting,Snatch,Side View,Transition,Detected,167.1,163.05,177.48,174.58,137.66,146.26,31.75,32.15,105.11,100.28,1.47,3.95,7.749,True,147.0,262.0,-78.0,122.0,0.0,-15.84,255.0
48.867,Weightlifting,Snatch,Side View,Transition,Detected,167.71,163.23,176.49,173.69,140.36,146.26,32.51,31.66,99.36,101.48,0.74,3.95,7.749,True,146.0,261.0,-79.0,123.0,16.49,-16.49,255.0
48.929,Weightlifting,Snatch,Side View,Transition,Detected,166.79,163.23,177.41,173.69,140.36,146.26,32.51,32.34,99.36,96.76,0.74,3.779,7.849,True,146.0,261.0,-79.0,123.0,0.0,0.0,255.0
48.991,Weightlifting,Snatch,Side View,Transition,Detected,166.7,164.13,176.48,173.61,139.61,147.08,32.64,29.96,95.69,93.7,0.74,3.779,7.849,True,144.0,259.0,-81.0,125.0,32.34,-32.34,255.0
49.054,Weightlifting,Snatch,Side View,Transition,Detected,166.7,164.13,177.37,173.61,137.18,147.08,31.3,31.16,97.03,91.11,0.74,3.924,7.652,True,143.0,259.0,-82.0,125.0,0.0,-15.86,255.0
49.116,Weightlifting,Snatch,Side View,Transition,Detected,165.06,164.13,177.39,174.43,138.06,146.26,32.04,29.96,95.84,93.46,1.12,3.924,7.652,True,141.0,259.0,-84.0,125.0,0.0,-32.75,255.0
49.178,Weightlifting,Snatch,Side View,Transition,Detected,165.96,165.02,175.49,173.54,140.69,146.26,30.67,29.96,97.21,90.48,1.12,3.899,7.951,True,141.0,259.0,-84.0,125.0,0.0,0.0,255.0
49.244,Weightlifting,Snatch,Side View,Transition,Detected,166.7,164.2,175.49,173.54,137.84,144.62,32.64,32.49,88.79,90.6,0.37,3.899,7.951,True,140.0,258.0,-85.0,126.0,15.07,-15.07,255.0
49.306,Weightlifting,Snatch,Side View,Transition,Detected,165.87,163.48,176.45,173.54,139.37,144.62,33.82,34.4,84.26,87.02,0.0,3.85,7.849,True,139.0,258.0,-86.0,126.0,0.0,-16.09,255.0
49.369,Weightlifting,Snatch,Side View,Transition,Detected,165.87,164.2,175.56,174.36,140.27,143.8,33.82,32.49,81.87,91.75,0.37,3.85,7.849,True,137.0,257.0,-88.0,127.0,15.91,-31.82,255.0
49.429,Weightlifting,Snatch,Side View,Transition,Detected,166.0,164.2,175.56,175.2,140.27,143.13,31.85,33.69,83.71,82.87,0.37,3.899,7.466,True,136.0,256.0,-89.0,128.0,16.67,-16.67,255.0
49.494,Weightlifting,Snatch,Side View,Transition,Detected,165.08,165.1,177.37,174.3,136.53,141.51,31.85,32.49,81.26,81.01,0.37,3.899,7.466,True,135.0,255.0,-90.0,129.0,15.26,-15.26,255.0
49.556,Weightlifting,Snatch,Side View,Turnover,Detected,165.81,166.0,177.37,173.39,136.53,141.51,32.42,31.26,79.97,78.5,0.0,3.899,7.951,True,134.0,254.0,-91.0,130.0,16.45,-16.45,255.0
49.619,Weightlifting,Snatch,Side View,Turnover,Detected,165.81,165.88,176.48,174.23,137.42,140.67,32.42,29.33,81.2,76.59,0.0,3.875,7.951,True,132.0,254.0,-93.0,130.0,0.0,-31.45,255.0
49.683,Weightlifting,Snatch,Side View,Transition,Detected,165.81,165.21,176.48,174.31,137.42,143.76,31.12,28.61,83.08,82.87,0.37,3.899,7.849,True,133.0,255.0,-92.0,129.0,-15.57,15.57,255.0
49.744,Weightlifting,Snatch,Side View,Transition,Detected,165.85,166.13,176.56,173.39,136.18,143.76,31.0,27.28,82.5,148.86,0.37,3.899,7.849,True,129.0,262.0,-96.0,122.0,-114.1,-65.2,255.0
49.808,Weightlifting,Snatch,Side View,Transition,Detected,166.79,166.19,174.73,173.17,137.07,143.91,31.0,28.61,81.95,148.17,0.37,3.85,7.288,True,128.0,264.0,-97.0,120.0,-31.34,-15.67,255.0
49.869,Weightlifting,Snatch,Side View,Transition,Detected,166.64,166.26,175.59,174.09,135.49,143.14,30.29,27.15,80.23,160.61,0.73,3.85,7.288,True,126.0,266.0,-99.0,118.0,-32.97,-32.97,255.0
49.934,Weightlifting,Snatch,Side View,Transition,Detected,165.01,166.26,176.51,174.95,137.07,142.28,31.0,25.8,80.23,167.94,0.36,3.85,7.558,True,124.0,269.0,-101.0,115.0,-46.28,-30.85,255.0
49.997,Weightlifting,Snatch,Side View,Transition,Detected,164.92,167.89,175.87,174.02,137.45,140.73,29.21,26.45,74.83,160.69,0.0,3.85,7.558,True,124.0,265.0,-101.0,119.0,63.73,0.0,255.0
50.059,Weightlifting,Snatch,Side View,Transition,Detected,164.92,168.81,175.87,172.24,136.22,144.61,30.5,26.45,73.54,157.93,0.0,3.875,7.951,True,124.0,264.0,-101.0,120.0,16.04,0.0,255.0
50.12,Weightlifting,Snatch,Side View,Transition,Detected,163.28,168.81,175.93,173.1,139.61,143.75,31.21,26.45,71.17,157.7,0.36,3.875,7.951,True,122.0,263.0,-103.0,121.0,16.21,-32.43,255.0
50.181,Weightlifting,Snatch,Side View,Transition,Detected,162.35,170.34,177.72,172.16,137.45,143.75,32.48,27.18,69.98,159.08,0.73,3.899,7.558,True,122.0,263.0,-103.0,121.0,0.0,0.0,255.0
50.248,Weightlifting,Snatch,Side View,Transition,Detected,163.9,168.63,177.6,173.91,138.74,142.88,31.05,28.02,69.98,150.26,0.37,3.899,7.558,True,121.0,256.0,-104.0,128.0,105.73,-15.1,255.0
50.305,Weightlifting,Snatch,Side View,Transition,Detected,164.02,168.75,177.48,173.91,138.74,144.52,30.55,27.9,70.4,161.57,0.37,3.95,7.652,True,119.0,257.0,-106.0,127.0,-17.08,-34.17,255.0
50.368,Weightlifting,Snatch,Side View,Transition,Detected,164.02,168.56,177.37,174.61,140.12,145.49,29.9,29.93,68.96,139.22,0.37,3.899,7.652,True,119.0,253.0,-106.0,131.0,64.14,0.0,255.0
50.43,Weightlifting,Snatch,Side View,Turnover,Detected,164.85,170.16,177.26,173.74,141.57,145.49,28.69,31.04,67.24,118.13,0.37,3.85,7.466,True,119.0,251.0,-106.0,133.0,32.26,0.0,255.0
50.497,Weightlifting,Snatch,Side View,Turnover,Detected,163.26,168.56,178.13,174.61,144.75,147.32,30.18,32.54,64.6,83.11,0.37,3.85,7.466,True,118.0,250.0,-107.0,134.0,14.92,-14.92,255.0
50.553,Weightlifting,Snatch,Side View,Turnover,Detected,163.25,169.44,178.25,173.62,144.75,149.36,30.06,31.25,64.6,76.59,0.37,3.875,7.849,True,118.0,249.0,-107.0,135.0,17.64,0.0,255.0
50.616,Weightlifting,Snatch,Side View,Turnover,Detected,166.32,168.69,177.26,173.74,152.35,151.29,29.19,31.47,61.36,61.84,1.87,3.85,7.849,True,117.0,248.0,-108.0,136.0,15.88,-15.88,255.0
50.68,Weightlifting,Snatch,Side View,Turnover,Detected,164.72,169.56,179.0,172.87,149.41,153.43,28.72,30.18,60.55,63.91,1.5,3.875,7.376,True,117.0,248.0,-108.0,136.0,0.0,0.0,255.0
50.742,Weightlifting,Snatch,Side View,Turnover,Detected,165.59,170.42,176.45,173.76,157.55,150.4,27.59,29.68,58.59,58.59,1.12,3.875,7.376,True,118.0,247.0,-107.0,137.0,16.04,16.04,255.0
50.806,Weightlifting,Snatch,Side View,Turnover,Detected,167.19,169.7,175.59,173.76,155.24,150.4,26.85,29.16,56.41,54.45,1.87,3.875,7.202,True,117.0,246.0,-108.0,138.0,15.96,-15.96,255.0
50.867,Weightlifting,Snatch,Side View,Turnover,Detected,165.69,171.27,176.61,172.8,153.43,151.96,27.05,29.68,56.85,54.65,1.12,3.875,7.202,True,117.0,246.0,-108.0,138.0,0.0,0.0,255.0
50.929,Weightlifting,Snatch,Side View,Turnover,Detected,165.69,171.26,177.45,172.82,148.28,148.47,25.83,30.9,58.07,50.25,1.12,3.899,7.558,True,117.0,246.0,-108.0,138.0,0.0,0.0,255.0
50.992,Weightlifting,Snatch,Side View,Turnover,Detected,165.69,169.7,176.61,174.56,158.3,147.57,26.25,30.4,60.26,48.1,1.49,3.899,7.558,True,115.0,246.0,-110.0,138.0,0.0,-31.42,255.0
51.054,Weightlifting,Snatch,Side View,Turnover,Detected,166.55,171.12,175.75,173.73,158.3,149.06,26.25,29.8,59.84,49.92,1.12,3.924,7.466,True,116.0,246.0,-109.0,138.0,0.0,15.91,255.0
51.118,Weightlifting,Snatch,Side View,Turnover,Detected,166.45,171.95,175.9,172.9,172.8,147.15,26.35,29.8,60.26,41.29,1.13,3.924,7.466,True,114.0,245.0,-111.0,139.0,15.75,-31.49,255.0
51.18,Weightlifting,Snatch,Side View,Turnover,Detected,166.36,173.4,176.14,172.24,175.97,145.47,26.35,29.19,58.15,41.29,0.76,3.924,7.466,True,114.0,244.0,-111.0,140.0,16.07,0.0,255.0
51.244,Weightlifting,Snatch,Side View,Turnover,Detected,166.44,173.4,175.66,173.04,176.04,146.18,26.45,29.19,58.15,38.94,0.76,3.924,7.466,True,113.0,244.0,-112.0,140.0,0.0,-15.72,255.0
51.305,Weightlifting,Snatch,Side View,Turnover,Detected,166.44,173.4,175.66,173.04,172.87,146.18,26.45,29.19,58.62,36.21,0.76,3.85,7.849,True,112.0,244.0,-113.0,140.0,0.0,-16.32,255.0
51.372,Weightlifting,Snatch,Side View,Turnover,Detected,167.1,173.53,175.81,171.44,166.67,147.32,27.49,29.49,58.95,32.47,1.54,3.826,7.849,True,111.0,244.0,-114.0,140.0,0.0,-15.18,255.0
51.432,Weightlifting,Snatch,Side View,Turnover,Detected,167.1,172.6,176.64,171.49,167.66,145.39,27.49,29.94,58.95,32.11,1.93,3.975,7.849,True,111.0,244.0,-114.0,140.0,0.0,0.0,255.0
51.496,Weightlifting,Snatch,Side View,Turnover,Detected,167.95,173.57,176.42,171.46,161.08,142.77,26.73,28.61,56.92,33.31,2.31,3.975,7.849,True,110.0,244.0,-115.0,140.0,0.0,-15.63,255.0
51.562,Weightlifting,Snatch,Side View,Turnover,Detected,167.95,173.04,177.35,171.4,165.38,142.77,26.64,27.99,56.92,37.15,2.65,3.924,7.749,True,111.0,244.0,-114.0,140.0,0.0,15.12,255.0
51.635,Weightlifting,Snatch,Side View,Turnover,Detected,167.86,173.04,177.44,171.4,157.35,146.52,26.64,27.99,56.92,37.15,2.65,3.924,7.749,True,110.0,244.0,-115.0,140.0,0.0,-13.8,255.0
51.698,Weightlifting,Snatch,Side View,Turnover,Detected,167.1,174.47,176.59,170.56,153.84,146.52,26.13,29.01,57.72,37.87,1.91,3.899,8.055,True,110.0,244.0,-115.0,140.0,0.0,0.0,255.0
51.759,Weightlifting,Snatch,Side View,Turnover,Detected,166.44,175.01,176.5,171.51,148.74,145.23,26.88,28.4,57.72,32.91,1.15,3.899,8.055,True,109.0,244.0,-116.0,140.0,0.0,-16.24,255.0
