time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
16.859,Weightlifting,Snatch,Side View,Second Pull,Detected,,119.64,,155.57,,133.38,,,,,38.66,3.291,7.466,True,229.0,165.0,4.0,219.0,167.39,-133.92,219.0
16.923,Weightlifting,Snatch,Side View,Second Pull,Detected,,110.26,,150.18,,133.23,,,,,38.93,3.291,7.466,True,224.0,157.0,-1.0,227.0,126.17,-78.86,227.0
16.985,Weightlifting,Snatch,Side View,Catch,Detected,,108.19,,147.01,,131.57,,,,,41.5,3.291,7.202,True,234.0,184.0,9.0,200.0,-435.67,161.36,227.0
17.046,Weightlifting,Snatch,Side View,Catch,Detected,,116.97,,141.2,,131.06,,,,,39.98,3.291,7.202,True,234.0,197.0,9.0,187.0,-212.32,0.0,227.0
17.109,Weightlifting,Snatch,Side View,Turnover,Detected,,114.88,,139.78,,126.98,,,,,39.75,3.274,7.749,True,234.0,198.0,9.0,186.0,-15.87,0.0,227.0
17.173,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.24,,135.16,,127.1,,,,,37.52,3.274,7.749,False,,,,,,,
17.235,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.93,,133.94,,128.66,,,,,36.95,3.291,7.118,False,,,,,,,
17.296,Weightlifting,Snatch,Side View,Not Detected,Detected,,109.04,,132.27,,126.51,,,,,39.38,3.291,7.118,False,,,,,,,
17.357,Weightlifting,Snatch,Side View,Not Detected,Detected,,115.13,,131.79,,127.89,,,,,37.52,3.42,7.558,False,,,,,,,
17.421,Weightlifting,Snatch,Side View,Not Detected,Detected,,114.57,,124.41,,122.17,,,,,38.28,3.401,7.558,False,,,,,,,
17.482,Weightlifting,Snatch,Side View,Not Detected,Detected,,112.56,,123.18,,121.0,,,,,37.19,3.309,7.202,False,,,,,,,
17.544,Weightlifting,Snatch,Side View,Not Detected,Detected,,120.09,,124.27,,115.25,,,,,32.64,4.281,7.202,False,,,,,,,
17.61,Weightlifting,Snatch,Side View,Not Detected,Detected,,121.0,,126.22,,118.07,,,,,30.28,3.924,8.055,False,,,,,,,
17.67,Weightlifting,Snatch,Side View,Not Detected,Detected,,123.57,,127.13,,117.41,,,,,28.97,4.081,8.055,False,,,,,,,
17.731,Weightlifting,Snatch,Side View,Not Detected,Not Detected,,,,,,,,,,,,,7.466,False,,,,,,,
17.806,Weightlifting,Snatch,Side View,Not Detected,Detected,,147.46,,104.36,,108.24,,,,,3.54,3.899,7.466,False,,,,,,,
17.873,Weightlifting,Snatch,Side View,Not Detected,Detected,,146.14,,103.67,,106.79,,1.31,,,1.95,3.924,7.558,False,,,,,,,
17.933,Weightlifting,Snatch,Side View,Not Detected,Detected,,137.54,,102.92,,103.4,,61.7,,,0.68,3.95,7.558,False,,,,,,,
17.997,Weightlifting,Snatch,Side View,Not Detected,Detected,,136.85,,101.64,,103.19,,51.56,,,0.7,3.924,7.558,False,,,,,,,
18.061,Weightlifting,Snatch,Side View,Not Detected,Detected,,135.63,,105.62,,108.61,,33.35,,,2.44,3.924,7.558,False,,,,,,,
18.125,Weightlifting,Snatch,Side View,Turnover,Detected,,134.24,,105.37,,106.64,,61.84,,,1.78,3.875,7.849,True,243.0,209.0,18.0,175.0,-10.83,8.86,227.0
18.188,Weightlifting,Snatch,Side View,Turnover,Detected,,130.27,,107.75,,100.27,,76.67,,,3.12,3.875,7.849,True,243.0,210.0,18.0,174.0,-15.65,0.0,227.0
18.252,Weightlifting,Snatch,Side View,Turnover,Detected,,131.0,,108.48,,103.5,,83.17,,,3.03,3.875,7.652,True,243.0,207.0,18.0,177.0,47.17,0.0,227.0
18.315,Weightlifting,Snatch,Side View,Second Pull,Detected,,125.7,,115.12,,105.2,,119.63,,,8.89,3.875,7.652,True,247.0,190.0,22.0,194.0,271.19,63.81,227.0
18.379,Weightlifting,Snatch,Side View,Turnover,Detected,,126.19,,117.21,,106.19,,105.34,,,9.16,3.899,7.288,True,259.0,189.0,34.0,195.0,15.58,186.94,227.0
18.437,Weightlifting,Snatch,Side View,Turnover,Detected,,123.44,,116.54,,105.1,,114.1,,,11.66,3.924,7.288,True,259.0,185.0,34.0,199.0,68.72,0.0,227.0
18.503,Weightlifting,Snatch,Side View,Turnover,Detected,,123.55,,115.6,,108.32,,102.09,,,13.41,3.875,7.376,True,264.0,186.0,39.0,198.0,-15.24,76.18,227.0
18.565,Weightlifting,Snatch,Side View,Turnover,Detected,,119.51,,111.52,,110.19,,112.29,,,14.91,3.875,7.376,True,262.0,189.0,37.0,195.0,-47.38,-31.59,227.0
18.628,Weightlifting,Snatch,Side View,Second Pull,Detected,,118.5,,111.18,,109.92,,132.07,,,15.11,3.899,7.749,True,260.0,181.0,35.0,203.0,129.03,-32.26,227.0
18.689,Weightlifting,Snatch,Side View,Turnover,Detected,,116.32,,107.47,,108.92,,131.54,,,14.64,3.899,7.749,True,253.0,184.0,28.0,200.0,-49.12,-114.62,227.0
18.755,Weightlifting,Snatch,Side View,Turnover,Detected,,113.76,,106.56,,112.01,,131.02,,118.77,15.7,3.924,7.749,True,251.0,188.0,26.0,196.0,-60.94,-30.47,227.0
18.815,Weightlifting,Snatch,Side View,Turnover,Detected,,112.85,,107.3,,110.62,,155.86,,133.75,17.34,3.924,7.749,True,250.0,188.0,25.0,196.0,0.0,-16.52,227.0
18.878,Weightlifting,Snatch,Side View,Turnover,Detected,,113.53,,110.26,,110.68,,161.95,,138.96,17.98,3.899,7.037,True,250.0,188.0,25.0,196.0,0.0,0.0,227.0
18.941,Weightlifting,Snatch,Side View,Turnover,Detected,,112.12,,109.99,,110.42,,167.48,,125.79,19.19,3.899,7.037,True,250.0,188.0,25.0,196.0,0.0,0.0,227.0
19.004,Weightlifting,Snatch,Side View,Catch,Detected,,110.93,,108.91,,109.95,,163.42,,134.0,20.48,3.875,7.466,True,251.0,195.0,26.0,189.0,-111.72,15.96,227.0
19.064,Weightlifting,Snatch,Side View,Turnover,Detected,,108.86,,109.18,,107.32,,151.3,,119.29,22.43,3.875,7.466,True,258.0,197.0,33.0,187.0,-33.03,115.61,227.0
19.128,Weightlifting,Snatch,Side View,Turnover,Detected,,109.74,,109.65,,107.05,,145.77,,112.95,22.2,3.924,7.652,True,259.0,196.0,34.0,188.0,15.77,15.77,227.0
19.192,Weightlifting,Snatch,Side View,Turnover,Detected,,104.64,,103.96,,104.6,,161.81,,103.56,24.23,3.95,7.652,True,258.0,196.0,33.0,188.0,0.0,-15.57,227.0
19.252,Weightlifting,Snatch,Side View,Turnover,Detected,,102.56,,102.66,,106.46,,168.69,,117.73,25.18,3.875,7.652,True,258.0,195.0,33.0,189.0,16.51,0.0,227.0
19.313,Weightlifting,Snatch,Side View,Second Pull,Detected,,103.39,,103.1,,106.15,,166.24,,122.09,25.42,3.875,7.652,True,259.0,187.0,34.0,197.0,133.27,16.66,227.0
19.38,Weightlifting,Snatch,Side View,Turnover,Detected,,102.94,,103.62,,108.33,,168.15,,113.02,26.13,3.875,7.037,True,259.0,188.0,34.0,196.0,-14.92,0.0,227.0
19.44,Weightlifting,Snatch,Side View,Turnover,Detected,,101.03,,102.0,,109.28,,168.12,,110.47,26.71,3.875,7.037,True,259.0,184.0,34.0,200.0,67.0,0.0,227.0
19.498,Weightlifting,Snatch,Side View,Turnover,Detected,,99.73,,99.97,,111.28,,172.78,,118.24,26.57,3.875,7.749,True,259.0,185.0,34.0,199.0,-17.08,0.0,227.0
19.564,Weightlifting,Snatch,Side View,Turnover,Detected,,98.56,,99.65,,110.96,,176.74,,125.04,26.71,3.875,7.749,True,259.0,184.0,34.0,200.0,15.21,0.0,227.0
19.626,Weightlifting,Snatch,Side View,Turnover,Detected,,97.05,,99.07,,109.89,,176.42,,126.97,28.17,3.875,7.202,True,257.0,183.0,32.0,201.0,16.09,-32.17,227.0
19.687,Weightlifting,Snatch,Side View,Turnover,Detected,,94.88,,97.13,,108.43,,162.78,,153.15,29.18,3.85,7.202,True,259.0,184.0,34.0,200.0,-16.36,32.71,227.0
19.75,Weightlifting,Snatch,Side View,Turnover,Detected,,95.18,,97.6,,110.55,,161.67,,158.19,28.9,3.875,7.951,True,260.0,187.0,35.0,197.0,-47.13,15.71,227.0
19.815,Weightlifting,Snatch,Side View,Turnover,Detected,,95.18,,97.6,,110.55,,160.27,,171.47,29.5,3.875,7.951,True,263.0,188.0,38.0,196.0,-15.73,47.19,227.0
19.876,Weightlifting,Snatch,Side View,Turnover,Detected,,94.57,,97.85,,113.55,,158.01,,174.6,29.66,3.95,7.118,True,266.0,188.0,41.0,196.0,0.0,48.29,227.0
19.938,Weightlifting,Snatch,Side View,Turnover,Detected,,96.44,,98.5,,113.2,,157.45,,172.91,29.05,3.95,7.118,True,267.0,184.0,42.0,200.0,64.83,16.21,227.0
20.002,Weightlifting,Snatch,Side View,Turnover,Detected,,96.66,,97.62,,110.71,,156.03,,171.48,29.05,3.875,7.288,True,266.0,184.0,41.0,200.0,0.0,-15.62,227.0
20.066,Weightlifting,Snatch,Side View,Turnover,Detected,,96.11,,97.99,,115.03,,154.12,,167.68,29.34,3.875,7.288,True,267.0,185.0,42.0,199.0,-15.7,15.7,227.0
20.131,Weightlifting,Snatch,Side View,Turnover,Detected,,96.11,,97.27,,113.99,,155.59,,169.14,29.5,3.924,7.652,True,268.0,185.0,43.0,199.0,0.0,15.34,227.0
20.19,Weightlifting,Snatch,Side View,Turnover,Detected,,97.9,,98.88,,113.16,,156.14,,163.15,29.09,3.924,7.652,True,269.0,188.0,44.0,196.0,-50.51,16.84,227.0
20.252,Weightlifting,Snatch,Side View,Turnover,Detected,,97.9,,99.24,,110.95,,156.14,,164.17,29.09,3.899,7.037,True,269.0,187.0,44.0,197.0,16.2,0.0,227.0
20.318,Weightlifting,Snatch,Side View,Turnover,Detected,,99.54,,100.32,,110.95,,155.24,,165.41,28.96,3.899,7.037,True,268.0,187.0,43.0,197.0,0.0,-15.13,227.0
20.378,Weightlifting,Snatch,Side View,Turnover,Detected,,99.54,,100.32,,109.55,,155.24,,165.41,28.8,3.924,7.288,True,268.0,187.0,43.0,197.0,0.0,0.0,227.0
20.445,Weightlifting,Snatch,Side View,Turnover,Detected,,101.11,,101.24,,109.19,,165.59,,155.7,28.48,3.924,7.288,True,266.0,185.0,41.0,199.0,29.92,-29.92,227.0
20.506,Weightlifting,Snatch,Side View,Turnover,Detected,,100.83,,99.97,,107.02,,165.87,,149.48,28.61,3.875,7.466,True,264.0,185.0,39.0,199.0,0.0,-32.17,227.0
20.567,Weightlifting,Snatch,Side View,Turnover,Detected,,101.4,,100.9,,104.21,,161.41,,161.46,28.61,3.875,7.466,True,265.0,185.0,40.0,199.0,0.0,16.66,227.0
20.632,Weightlifting,Snatch,Side View,Turnover,Detected,99.86,101.68,101.2,100.16,106.71,103.92,,168.54,,140.99,28.74,3.826,7.652,True,266.0,185.0,41.0,199.0,0.0,15.43,227.0
20.695,Weightlifting,Snatch,Side View,Catch,Detected,98.3,101.97,101.7,101.48,111.75,103.2,,164.19,,142.13,28.9,3.826,7.652,True,267.0,193.0,42.0,191.0,-127.5,15.94,227.0
20.757,Weightlifting,Snatch,Side View,Turnover,Detected,99.23,101.97,101.7,101.48,113.27,103.2,,161.41,,163.34,28.45,3.924,8.273,True,268.0,194.0,43.0,190.0,-16.2,16.2,227.0
20.82,Weightlifting,Snatch,Side View,Turnover,Detected,101.02,105.55,104.04,103.4,111.3,104.52,,156.01,,163.03,27.43,3.924,8.273,True,266.0,193.0,41.0,191.0,15.79,-31.58,227.0
20.882,Weightlifting,Snatch,Side View,Turnover,Detected,,105.55,,104.44,,106.97,,154.54,,149.04,27.43,3.924,8.055,True,266.0,193.0,41.0,191.0,0.0,0.0,227.0
20.944,Weightlifting,Snatch,Side View,Second Pull,Detected,104.54,106.67,108.19,105.83,112.38,106.97,,154.27,,147.53,27.29,3.924,8.055,True,270.0,185.0,45.0,199.0,128.61,64.31,227.0
21.008,Weightlifting,Snatch,Side View,Turnover,Detected,,107.56,,106.46,,105.57,,153.03,,146.02,27.0,3.875,7.558,True,270.0,186.0,45.0,198.0,-15.61,0.0,227.0
21.07,Weightlifting,Snatch,Side View,Turnover,Detected,,106.87,,105.42,,108.08,,153.07,,147.57,26.57,3.875,7.558,True,269.0,186.0,44.0,198.0,0.0,-16.28,227.0
21.135,Weightlifting,Snatch,Side View,Turnover,Detected,,105.69,,104.79,,106.61,,152.48,,149.44,26.71,3.924,7.558,True,268.0,188.0,43.0,196.0,-30.49,-15.24,227.0
21.201,Weightlifting,Snatch,Side View,Second Pull,Detected,,107.56,,105.73,,110.56,,151.74,,173.39,26.0,3.924,7.558,True,263.0,177.0,38.0,207.0,174.43,-79.29,227.0
21.257,Weightlifting,Snatch,Side View,Turnover,Detected,,109.44,,107.4,,109.53,,153.76,,177.52,25.71,3.875,7.558,True,261.0,175.0,36.0,209.0,33.62,-33.62,227.0
21.32,Weightlifting,Snatch,Side View,Turnover,Detected,,110.66,,107.32,,107.32,,154.29,,177.28,25.27,3.875,7.558,True,261.0,177.0,36.0,207.0,-32.0,0.0,227.0
21.381,Weightlifting,Snatch,Side View,Catch,Detected,,110.77,,108.37,,104.84,,152.08,,143.3,25.42,3.924,7.652,True,265.0,192.0,40.0,192.0,-245.48,65.46,227.0
21.441,Weightlifting,Snatch,Side View,Second Pull,Detected,,113.12,,112.09,,107.4,,151.74,,170.57,25.84,3.924,7.652,True,265.0,176.0,40.0,208.0,265.85,0.0,227.0
21.505,Weightlifting,Snatch,Side View,Second Pull,Detected,,113.69,,111.36,,106.74,,153.85,,173.26,25.55,3.924,8.163,True,265.0,172.0,40.0,212.0,62.97,0.0,227.0
21.566,Weightlifting,Snatch,Side View,Second Pull,Detected,,113.69,,112.08,,106.06,,153.97,,173.8,25.11,3.924,8.163,True,265.0,166.0,40.0,218.0,98.0,0.0,227.0
21.63,Weightlifting,Snatch,Side View,Turnover,Detected,,114.39,,113.83,,107.24,,153.97,,179.05,24.84,3.899,7.466,True,262.0,165.0,37.0,219.0,15.57,-46.72,227.0
21.693,Weightlifting,Snatch,Side View,Turnover,Detected,,116.79,,114.82,,109.5,,152.49,,176.01,24.29,3.899,7.466,True,261.0,160.0,36.0,224.0,80.2,-16.04,227.0
21.755,Weightlifting,Snatch,Side View,Turnover,Detected,,118.35,,117.19,,108.35,,149.77,,170.03,24.16,3.95,7.466,True,260.0,164.0,35.0,220.0,-64.09,-16.02,227.0
21.818,Weightlifting,Snatch,Side View,Turnover,Detected,,119.66,,117.93,,111.73,,161.02,,143.36,23.87,3.95,7.466,True,256.0,161.0,31.0,223.0,47.5,-63.34,227.0
21.882,Weightlifting,Snatch,Side View,Turnover,Detected,,118.83,,117.67,,114.53,,157.05,,157.62,23.99,3.899,7.288,True,257.0,164.0,32.0,220.0,-46.88,15.63,227.0
21.944,Weightlifting,Snatch,Side View,Second Pull,Detected,,122.32,,121.37,,111.9,,153.77,,175.66,23.57,3.899,7.288,True,257.0,153.0,32.0,231.0,179.02,0.0,231.0
22.004,Weightlifting,Snatch,Side View,Turnover,Detected,,122.86,,121.91,,111.9,,152.28,,172.38,23.16,3.924,7.849,True,261.0,152.0,36.0,232.0,16.44,65.77,232.0
22.072,Weightlifting,Snatch,Side View,Turnover,Detected,,124.81,,122.96,,111.9,,152.04,,164.54,22.36,3.924,7.849,True,264.0,155.0,39.0,229.0,-45.0,45.0,232.0
22.131,Weightlifting,Snatch,Side View,Catch,Detected,,124.07,,121.82,,111.28,,152.01,,141.47,22.2,3.899,7.749,True,265.0,173.0,40.0,211.0,-300.2,16.68,232.0
22.191,Weightlifting,Snatch,Side View,Catch,Detected,,126.05,,123.42,,111.6,,153.37,,145.53,21.92,3.899,7.749,True,265.0,167.0,40.0,217.0,99.72,0.0,232.0
22.255,Weightlifting,Snatch,Side View,Second Pull,Detected,,124.71,,122.96,,110.51,,152.94,,151.91,22.33,3.924,7.376,True,266.0,160.0,41.0,224.0,109.45,15.64,232.0
22.317,Weightlifting,Snatch,Side View,Catch,Detected,,129.88,,128.15,,111.95,,169.53,,99.46,21.06,3.924,7.376,True,272.0,174.0,47.0,210.0,-225.54,96.66,232.0
22.379,Weightlifting,Snatch,Side View,Turnover,Detected,,131.41,,129.5,,111.05,,176.57,,17.94,19.98,3.899,7.376,True,272.0,172.0,47.0,212.0,32.28,0.0,232.0
22.441,Weightlifting,Snatch,Side View,Second Pull,Detected,,132.21,,131.28,,110.49,,163.61,,132.6,20.38,3.899,7.376,True,271.0,162.0,46.0,222.0,160.91,-16.09,232.0
22.502,Weightlifting,Snatch,Side View,Second Pull,Detected,,133.05,,132.51,,109.18,,159.09,,133.67,20.7,3.924,7.466,True,271.0,157.0,46.0,227.0,82.89,0.0,232.0
22.565,Weightlifting,Snatch,Side View,Second Pull,Detected,,135.65,,135.75,,108.79,,158.39,,135.12,20.22,3.95,7.466,True,271.0,153.0,46.0,231.0,62.8,0.0,232.0
22.626,Weightlifting,Snatch,Side View,Turnover,Detected,,136.03,,136.13,,108.79,,164.98,,157.43,19.72,3.899,7.288,True,270.0,156.0,45.0,228.0,-49.61,-16.54,232.0
22.689,Weightlifting,Snatch,Side View,Turnover,Detected,,138.33,,137.67,,108.79,,167.33,,174.43,19.13,3.924,7.288,True,267.0,157.0,42.0,227.0,-15.8,-47.41,232.0
22.751,Weightlifting,Snatch,Side View,Turnover,Detected,,140.85,,140.32,,109.5,,168.03,,153.73,18.93,3.899,7.652,True,264.0,156.0,39.0,228.0,16.27,-48.81,232.0
22.813,Weightlifting,Snatch,Side View,Turnover,Detected,,141.03,,140.32,,109.5,,161.11,,164.57,18.14,3.899,7.652,True,264.0,154.0,39.0,230.0,32.04,0.0,232.0
22.875,Weightlifting,Snatch,Side View,Catch,Detected,,142.72,,141.93,,109.98,,170.2,,52.13,17.85,3.875,7.118,True,269.0,164.0,44.0,220.0,-159.26,79.63,232.0
22.937,Weightlifting,Snatch,Side View,Second Pull,Detected,,143.82,,143.76,,109.48,,160.47,,150.83,17.76,3.875,7.118,True,265.0,150.0,40.0,234.0,228.8,-65.37,234.0
22.999,Weightlifting,Snatch,Side View,Second Pull,Detected,,144.53,,145.24,,110.42,,158.16,,143.96,17.66,3.875,7.558,True,265.0,146.0,40.0,238.0,64.98,0.0,238.0
23.064,Weightlifting,Snatch,Side View,Catch,Detected,,146.03,,147.07,,109.99,,159.74,,46.29,17.08,3.875,7.558,True,265.0,162.0,40.0,222.0,-244.37,0.0,238.0
23.122,Weightlifting,Snatch,Side View,Turnover,Detected,,146.03,,147.07,,109.99,,159.65,,36.61,16.88,3.924,7.749,True,265.0,165.0,40.0,219.0,-51.32,0.0,238.0
23.185,Weightlifting,Snatch,Side View,Turnover,Detected,,147.6,,148.63,,112.28,,161.78,,21.36,16.03,3.924,7.749,True,263.0,164.0,38.0,220.0,16.03,-32.07,238.0
23.251,Weightlifting,Snatch,Side View,Turnover,Detected,,148.17,,148.63,,110.72,,163.68,,25.29,15.74,3.95,7.849,True,263.0,162.0,38.0,222.0,30.39,0.0,238.0
23.317,Weightlifting,Snatch,Side View,Turnover,Detected,,150.16,,151.79,,111.11,,163.98,,20.53,14.91,3.95,7.849,True,263.0,162.0,38.0,222.0,0.0,0.0,238.0
23.381,Weightlifting,Snatch,Side View,Second Pull,Detected,,150.23,,152.02,,111.11,,162.62,,175.36,15.36,3.85,7.376,True,257.0,143.0,32.0,241.0,292.09,-92.24,241.0
23.443,Weightlifting,Snatch,Side View,Turnover,Detected,,154.37,,155.48,,110.26,,163.98,,155.98,14.7,3.875,7.376,True,256.0,146.0,31.0,238.0,-49.01,-16.34,241.0
23.501,Weightlifting,Snatch,Side View,Second Pull,Detected,,154.41,,155.66,,110.26,,163.85,,173.08,14.7,3.875,7.749,True,256.0,139.0,31.0,245.0,121.75,0.0,245.0
23.562,Weightlifting,Snatch,Side View,Turnover,Detected,,155.57,,157.57,,111.01,,163.79,,161.57,14.56,3.875,7.749,True,253.0,137.0,28.0,247.0,31.86,-47.79,247.0
23.622,Weightlifting,Snatch,Side View,Turnover,Detected,,156.82,,158.38,,111.01,,164.22,,164.17,14.34,3.826,7.749,True,253.0,136.0,28.0,248.0,16.91,0.0,248.0
23.686,Weightlifting,Snatch,Side View,Turnover,Detected,,157.5,,159.95,,113.36,,164.09,,170.71,14.34,3.826,7.749,True,254.0,132.0,29.0,252.0,62.21,15.55,252.0
23.747,Weightlifting,Snatch,Side View,Turnover,Detected,,158.46,,161.54,,114.12,,164.16,,169.42,14.34,3.924,7.652,True,254.0,134.0,29.0,250.0,-32.56,0.0,252.0
23.81,Weightlifting,Snatch,Side View,Turnover,Detected,,159.87,,162.36,,116.77,,164.74,,167.73,13.66,3.924,7.652,True,254.0,136.0,29.0,248.0,-31.97,0.0,252.0
23.874,Weightlifting,Snatch,Side View,Turnover,Detected,,159.87,,162.23,,118.13,,164.74,,174.53,13.66,3.899,7.652,True,256.0,137.0,31.0,247.0,-15.72,31.43,252.0
23.936,Weightlifting,Snatch,Side View,Turnover,Detected,,159.87,,163.13,,120.22,,164.8,,173.86,13.06,3.899,7.652,True,255.0,136.0,30.0,248.0,15.71,-15.71,252.0
23.999,Weightlifting,Snatch,Side View,Turnover,Detected,,160.45,,162.36,,116.77,,166.72,,172.53,12.76,3.95,7.652,True,255.0,135.0,30.0,249.0,16.22,0.0,252.0
24.066,Weightlifting,Snatch,Side View,Turnover,Detected,,161.28,,163.96,,117.9,,165.44,,177.35,12.76,3.95,7.652,True,255.0,137.0,30.0,247.0,-30.31,0.0,252.0
24.124,Weightlifting,Snatch,Side View,Turnover,Detected,,161.28,,163.96,,116.82,,165.5,,175.36,12.76,3.95,8.055,True,255.0,139.0,30.0,245.0,-34.02,0.0,252.0
24.189,Weightlifting,Snatch,Side View,Turnover,Detected,,161.28,,163.96,,116.82,,165.5,,161.93,12.46,3.95,8.055,True,253.0,139.0,28.0,245.0,0.0,-30.79,252.0
24.247,Weightlifting,Snatch,Side View,Turnover,Detected,,160.7,,164.08,,115.48,,163.75,,149.96,13.06,3.95,7.202,True,252.0,140.0,27.0,244.0,-17.02,-17.02,252.0
24.311,Weightlifting,Snatch,Side View,Catch,Detected,,161.28,,164.08,,116.95,,165.55,,92.44,12.7,3.924,7.202,True,254.0,146.0,29.0,238.0,-94.23,31.41,252.0
24.371,Weightlifting,Snatch,Side View,Turnover,Detected,,161.5,,164.18,,116.95,,164.54,,3.58,12.63,3.875,8.055,True,255.0,150.0,30.0,234.0,-66.07,16.52,252.0
24.437,Weightlifting,Snatch,Side View,Second Pull,Detected,,161.78,,165.67,,116.24,,162.8,,175.14,12.5,3.875,8.055,True,255.0,143.0,30.0,241.0,106.91,0.0,252.0
24.496,Weightlifting,Snatch,Side View,Turnover,Detected,,163.19,,165.75,,114.48,,163.37,,175.14,12.2,3.899,7.288,True,255.0,143.0,30.0,241.0,0.0,0.0,252.0
24.56,Weightlifting,Snatch,Side View,Turnover,Detected,,163.76,,165.87,,113.11,,165.15,,176.35,11.61,3.899,7.288,True,255.0,139.0,30.0,245.0,62.25,0.0,252.0
24.621,Weightlifting,Snatch,Side View,Turnover,Detected,,163.76,,165.75,,114.48,,165.15,,166.89,11.55,3.826,7.652,True,256.0,139.0,31.0,245.0,0.0,16.47,252.0
24.683,Weightlifting,Snatch,Side View,Turnover,Detected,,163.76,,165.75,,115.48,,165.15,,157.91,11.84,3.826,7.652,True,257.0,139.0,32.0,245.0,0.0,15.92,252.0
24.746,Weightlifting,Snatch,Side View,Turnover,Detected,,163.76,,165.87,,114.09,,165.15,,142.66,11.55,3.924,7.652,True,259.0,139.0,34.0,245.0,0.0,32.11,252.0
24.808,Weightlifting,Snatch,Side View,Turnover,Detected,,163.8,,165.67,,115.0,,165.19,,139.4,11.43,3.924,7.652,True,258.0,142.0,33.0,242.0,-48.33,-16.11,252.0
24.881,Weightlifting,Snatch,Side View,Turnover,Detected,,163.8,,165.55,,116.42,,165.19,,131.27,11.72,3.95,7.749,True,258.0,143.0,33.0,241.0,-13.74,0.0,252.0
24.935,Weightlifting,Snatch,Side View,Turnover,Detected,,163.83,,165.47,,116.42,,164.06,,99.07,11.37,3.95,7.749,True,258.0,145.0,33.0,239.0,-37.16,0.0,252.0
24.998,Weightlifting,Snatch,Side View,Turnover,Detected,,163.83,,165.47,,116.42,,162.82,,122.46,11.37,3.924,7.652,True,258.0,142.0,33.0,242.0,46.45,0.0,252.0
25.066,Weightlifting,Snatch,Side View,Second Pull,Detected,,163.72,,165.59,,115.0,,162.58,,163.65,11.19,3.924,7.652,True,256.0,131.0,31.0,253.0,165.12,-30.02,253.0
25.121,Weightlifting,Snatch,Side View,Turnover,Detected,,163.72,,165.59,,113.41,,162.43,,164.99,11.19,3.975,7.749,True,256.0,129.0,31.0,255.0,36.57,0.0,255.0
25.183,Weightlifting,Snatch,Side View,Turnover,Detected,,164.29,,165.47,,114.88,,164.29,,168.47,10.9,3.975,7.749,True,255.0,131.0,30.0,253.0,-31.62,-15.81,255.0
25.248,Weightlifting,Snatch,Side View,Turnover,Detected,,164.11,,165.52,,115.0,,164.3,,168.21,10.95,3.95,7.466,True,255.0,132.0,30.0,252.0,-15.42,0.0,255.0
25.311,Weightlifting,Snatch,Side View,Turnover,Detected,,164.11,,165.52,,116.1,,163.18,,161.7,10.71,3.95,7.466,True,255.0,134.0,30.0,250.0,-31.98,0.0,255.0
25.371,Weightlifting,Snatch,Side View,Turnover,Detected,,165.63,,166.33,,115.98,,162.68,,155.62,10.36,3.924,7.749,True,255.0,134.0,30.0,250.0,0.0,0.0,255.0
25.435,Weightlifting,Snatch,Side View,Turnover,Detected,,165.63,,166.33,,117.53,,162.68,,156.78,10.3,3.924,7.749,True,255.0,133.0,30.0,251.0,15.7,0.0,255.0
25.498,Weightlifting,Snatch,Side View,Turnover,Detected,,165.63,,166.46,,116.1,,169.96,,172.41,10.3,3.924,7.466,True,255.0,133.0,30.0,251.0,0.0,0.0,255.0
25.559,Weightlifting,Snatch,Side View,Catch,Detected,,165.69,,166.52,,116.1,,169.96,,168.69,9.66,3.924,7.466,True,255.0,140.0,30.0,244.0,-114.32,0.0,255.0
25.622,Weightlifting,Snatch,Side View,Turnover,Detected,,165.69,,166.52,,117.66,,171.26,,160.26,9.66,3.899,7.376,True,256.0,144.0,31.0,240.0,-64.5,16.12,255.0
25.685,Weightlifting,Snatch,Side View,Turnover,Detected,,166.27,,166.52,,117.66,,164.47,,117.62,9.07,3.899,7.376,True,257.0,143.0,32.0,241.0,15.67,15.67,255.0
25.749,Weightlifting,Snatch,Side View,Turnover,Detected,,166.27,,166.52,,117.66,,163.26,,114.73,9.07,3.95,7.558,True,258.0,142.0,33.0,242.0,15.57,15.57,255.0
25.811,Weightlifting,Snatch,Side View,Turnover,Detected,,166.76,,166.52,,116.54,,169.83,,147.84,8.82,3.95,7.558,True,257.0,142.0,32.0,242.0,0.0,-16.19,255.0
25.874,Weightlifting,Snatch,Side View,Turnover,Detected,,166.76,,166.52,,115.0,,171.03,,161.57,8.82,3.95,7.466,True,257.0,142.0,32.0,242.0,0.0,0.0,255.0
25.937,Weightlifting,Snatch,Side View,Turnover,Detected,,166.85,,166.4,,116.42,,171.12,,146.31,8.82,3.95,7.466,True,257.0,144.0,32.0,240.0,-31.66,0.0,255.0
