time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
52.636,Turnover,True,104.0,241.0,-121.0,143.0,0.0,0.0,255.0
52.698,Turnover,True,104.0,241.0,-121.0,143.0,0.0,0.0,255.0
52.762,Turnover,True,104.0,240.0,-121.0,144.0,15.72,0.0,255.0
52.826,Turnover,True,103.0,240.0,-122.0,144.0,0.0,-15.47,255.0
52.891,Turnover,True,102.0,240.0,-123.0,144.0,0.0,-15.69,255.0
52.948,Turnover,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.013,Turnover,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.073,Turnover,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.135,Turnover,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.201,Turnover,True,101.0,240.0,-124.0,144.0,0.0,-15.17,255.0
53.261,Turnover,True,101.0,240.0,-124.0,144.0,0.0,0.0,255.0
53.326,Turnover,True,101.0,240.0,-124.0,144.0,0.0,0.0,255.0
53.388,Turnover,True,101.0,239.0,-124.0,145.0,15.77,0.0,255.0
53.45,Turnover,True,101.0,239.0,-124.0,145.0,0.0,0.0,255.0
53.516,Turnover,True,100.0,239.0,-125.0,145.0,0.0,-15.05,255.0
53.577,Turnover,True,99.0,239.0,-126.0,145.0,0.0,-16.42,255.0
53.637,Turnover,True,99.0,239.0,-126.0,145.0,0.0,0.0,255.0
53.704,Turnover,True,98.0,239.0,-127.0,145.0,0.0,-14.82,255.0
53.763,Turnover,True,98.0,239.0,-127.0,145.0,0.0,0.0,255.0
58.995,Turnover,False,,,,,,,
